wt34	wt35	AN1	AN2	CTR1	CTR2	LSC159	LSC177	LSCabb	LSCAN40	LSCAN55
HLA-DOB	24	25	57	42	54	57	6	23	26	6	14
HLA-DPA1	13	3	53	7	6	35	12	6	9	0	1
HLA-DPB1	3	5	284	64	41	104	32	5	4	9	1
HLA-DQA1	13	5	1	4	0	0	0	0	0	0	0
HLA-DQA2	0	0	0	0	0	0	0	0	0	0	0
HLA-DQB1	348	171	6	217	130	0	33	0	87	1	2
HLA-DQB1-AS1	0	0	0	0	0	0	0	0	0	0	0
HLA-DQB2	1	0	1	0	0	0	0	0	0	0	0
HLA-DRA	0	0	0	0	0	0	0	0	0	0	0
HLA-DRB1	2	0	1	15	3	0	0	0	0	0	0
HLA-DRB5	0	0	0	0	0	0	0	0	0	0	0
HLA-E	5679	1956	3262	3496	2455	2361	410	275	492	312	317
HLA-F	169	54	628	231	199	140	46	18	34	28	16
HLA-F-AS1	16	12	14	20	74	36	8	1	2	3	2
HLA-G	2	1	302	150	445	354	4	14	22	3	13
HLCS	1251	627	310	395	142	169	99	77	138	74	107
HLCS-IT1	3	1	0	0	0	0	1	0	1	0	0
HLF	11	2	3	8	3	8	0	2	3	1	0
HLTF	3499	1775	1003	515	530	685	144	151	402	113	205
HLTF-AS1	0	0	0	0	0	0	0	0	0	0	0
HLX	0	0	1	16	4	0	1	0	1	0	0
HLX-AS1	0	0	0	0	0	0	0	0	0	0	0
HM13	1540	1054	863	498	394	441	467	220	355	208	443
HM13-AS1	3	2	0	0	0	0	0	0	0	0	0
HM13-IT1	3	1	2	0	0	0	7	3	10	5	2
HMBOX1	519	212	125	311	104	124	110	75	145	88	97
HMBOX1-IT1	0	0	0	0	0	0	0	0	3	1	0
HMBS	1386	694	442	222	174	217	78	66	136	53	95
HMCES	2074	1332	1530	753	1009	834	455	372	711	316	428
HMCN1	53	22	130	72	51	19	14	6	8	13	9
HMCN2	1	0	1	2	0	0	0	0	0	0	0
HMG20A	728	395	187	119	133	126	83	69	205	67	79
HMG20B	1536	813	183	122	112	112	110	68	159	79	94
HMGA1	2829	1912	3431	2527	1126	1744	2001	1218	1943	1827	2601
HMGA1P4	23	8	10	16	4	11	2	2	7	2	1
HMGA2	2069	2387	15105	4557	5726	5739	2671	1950	5962	1669	3765
HMGA2-AS1	48	34	68	7	33	50	27	7	16	6	24
HMGB1	7288	6373	11019	5256	5495	8416	601	752	1695	523	797
HMGB2	2677	1619	7217	6093	3590	8417	427	412	1589	471	550
HMGB3	1201	1763	3134	1688	1301	1103	459	174	488	179	249
HMGB4	0	0	0	0	0	0	0	0	0	0	0
HMGCL	2669	752	578	645	398	459	52	43	96	32	63
HMGCLL1	5	1	0	0	0	0	0	1	0	0	0
HMGCR	7425	8775	5364	2316	4433	4347	2153	1400	3623	1546	1983
HMGCS1	5821	13752	23527	5003	13343	9940	4752	3788	8257	3482	4307
HMGCS2	1	0	0	0	0	0	0	0	0	1	0
HMGN1	8376	4716	13594	14659	10745	12838	600	432	855	290	500
HMGN2	4861	3373	1158	1330	686	1138	54	39	72	32	69
HMGN3	731	480	4648	2190	2703	4348	328	307	775	256	221
HMGN3-AS1	65	12	36	99	41	47	8	3	8	3	2
HMGN4	4848	2148	6457	6204	3340	4346	510	447	1327	430	641
HMGN5	13	11	434	181	304	468	24	43	97	42	24
HMGXB3	1588	1143	234	204	144	98	84	38	120	53	70
HMGXB4	895	498	1034	952	589	616	272	206	320	197	281
HMHB1	0	0	0	0	0	0	0	0	0	0	0
HMMR	5407	3420	1044	284	376	854	237	239	808	209	398
HMMR-AS1	0	0	0	0	0	0	0	0	0	0	0
HMOX1	91	35	80	101	69	13	5	2	8	6	0
HMOX2	2704	2051	927	440	491	346	179	112	197	123	182
HMSD	3	2	149	16	53	72	16	14	13	5	8
HMX1	0	0	0	1	0	0	0	0	0	0	0
HMX2	0	0	0	0	0	0	0	0	0	0	0
HMX3	0	0	0	3	0	0	0	0	0	0	0
HNF1A	0	0	0	0	0	0	0	0	1	0	0
HNF1A-AS1	0	0	0	1	0	0	0	0	2	0	0
HNF1B	2	0	0	0	0	0	0	1	0	0	0
HNF4A	2	0	0	1	0	2	0	0	0	0	0
HNF4A-AS1	0	0	0	0	0	0	0	0	0	0	0
HNF4G	2	12	14	8	0	0	0	0	0	0	2
HNMT	0	0	0	12	29	49	0	1	1	0	0
HNRNPA0	381	374	3781	2289	2085	2620	444	410	954	287	515
HNRNPA1	6580	4257	23338	12583	14268	18365	913	1035	2472	810	1004
HNRNPA1L2	130	37	68	77	23	61	10	5	17	7	13
HNRNPA1P48	17	12	448	161	297	389	3	9	51	16	4
HNRNPA2B1	2891	3254	37287	15216	17785	26983	4533	4254	9874	3243	5159
HNRNPA3	975	724	9858	4995	4931	7259	703	552	1539	483	681
HNRNPAB	4507	3382	3477	3729	1839	2007	1182	1273	2500	991	1539
HNRNPC	42384	20294	10120	9707	5853	7428	1786	1928	3491	1728	2126
HNRNPCL1	0	0	0	0	1	1	0	0	1	0	0
HNRNPCL2	17	16	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0
HNRNPD	672	738	11713	4978	5778	8572	1707	1506	3426	1397	1878
HNRNPDL	8195	4017	14842	7047	7689	10211	1954	1483	2673	1251	2545
HNRNPF	16101	9621	13334	8713	6463	8609	1653	1565	3317	1259	2394
HNRNPH1	8780	4601	6783	5110	3183	4992	1005	978	2337	663	1062
HNRNPH2	1761	1419	3912	2760	2532	2283	230	182	404	86	142
HNRNPH3	280	188	5758	5071	3244	5247	760	903	2183	698	834
HNRNPK	20598	16628	11958	6793	6179	7840	2089	1997	4236	1335	2101
HNRNPL	1640	1172	1262	585	577	910	652	746	2212	595	795
HNRNPLL	2739	936	2807	2535	1574	2405	202	157	442	140	202
HNRNPM	593	974	4311	2299	2023	2632	1838	1780	3206	1417	1729
HNRNPR	5395	3739	6086	3675	2602	4214	1383	1409	2746	1143	1514
HNRNPU	12698	10777	4557	3829	2427	3162	1621	1701	3289	1178	1711
HNRNPUL1	1498	1214	1207	800	556	807	1644	1205	2229	1117	1703
HNRNPUL2	187	137	1155	1125	681	862	185	133	301	115	131
HNRNPUL2-BSCL2	0	0	0	0	0	0	0	0	0	0	0
HOGA1	6	2	36	9	6	21	9	5	13	9	10
HOMER1	769	417	811	1000	624	913	94	86	181	72	96
HOMER2	1746	699	221	519	425	602	141	107	251	62	111
HOMER3	850	537	283	104	127	100	136	60	143	74	92
HOMER3-AS1	13	2	18	7	11	10	4	5	4	2	3
HOMEZ	483	236	301	241	184	178	80	65	108	47	45
HOOK1	789	364	750	629	736	883	98	78	238	51	90
HOOK2	822	418	346	389	242	225	113	89	173	71	107
HOOK3	2020	1067	777	770	540	506	622	396	983	442	465
HOPX	210	55	4945	2170	10281	7069	32	9	55	33	31
HORMAD1	713	224	2	0	490	855	0	0	17	0	29
HORMAD2	2	2	0	2	4	0	0	0	0	0	0
HORMAD2-AS1	0	1	0	0	2	0	0	0	0	0	0
HOTAIR	1	0	0	0	0	0	0	0	1	0	0
HOTAIRM1	39	6	89	184	47	25	17	6	25	20	8
HOTTIP	2	0	0	0	1	0	1	1	3	0	0
HOXA-AS2	8	2	2	0	0	0	1	1	0	2	0
HOXA-AS3	1	0	0	0	0	0	0	0	0	0	0
HOXA1	287	175	186	73	6	10	24	5	14	13	24
HOXA10	2	0	0	1	0	0	0	0	0	0	0
HOXA10-AS	0	0	0	0	0	0	0	0	0	0	0
HOXA11	18	3	0	0	0	0	0	0	0	0	0
HOXA11-AS	0	1	0	0	0	0	0	0	0	0	0
HOXA13	0	0	0	0	0	0	0	0	0	1	0
HOXA2	3	4	3	0	1	2	1	1	0	0	0
HOXA3	4	2	1	0	0	0	0	0	0	0	0
HOXA4	0	0	0	0	0	0	0	0	0	0	0
HOXA5	4	8	0	0	0	0	0	0	0	0	0
HOXA6	0	0	0	0	0	0	0	0	0	0	0
HOXA7	0	2	0	0	0	0	0	0	0	0	0
HOXA9	0	0	0	1	0	0	0	0	0	0	0
HOXB-AS1	0	0	0	7	26	0	0	0	1	0	0
HOXB-AS2	0	0	0	0	0	0	0	0	0	0	0
HOXB-AS3	0	0	0	1	0	0	0	0	0	0	0
HOXB-AS4	0	0	0	0	0	0	0	0	0	0	0
HOXB1	0	0	0	0	0	0	0	0	0	0	0
HOXB13	0	0	0	0	0	0	0	0	0	0	0
HOXB2	4	1	0	146	175	1	1	6	0	0	2
HOXB3	0	2	0	66	82	4	0	2	0	0	0
HOXB4	2	2	0	5	3	1	0	0	0	0	0
HOXB5	0	0	0	2	3	0	0	0	0	0	0
HOXB6	0	0	0	0	0	0	0	0	0	0	0
HOXB7	13	5	0	0	0	0	0	0	0	0	0
HOXB8	0	0	0	0	0	0	0	0	0	0	0
HOXB9	3	0	0	0	0	0	0	0	0	0	0
HOXC-AS1	5	1	0	0	0	0	0	0	0	0	0
HOXC-AS2	0	0	0	0	0	0	0	0	0	0	0
HOXC-AS3	0	0	0	0	0	0	0	0	0	0	0
HOXC10	2	1	0	0	0	0	0	0	1	0	0
HOXC11	0	2	0	0	0	0	0	0	2	0	0
HOXC12	0	0	0	0	0	0	0	0	0	0	0
HOXC13	31	20	0	2	2	0	0	0	1	0	0
HOXC13-AS	96	25	0	1	1	3	0	0	0	0	0
HOXC4	5	7	4	0	0	0	0	0	1	0	0
HOXC5	1	0	0	0	0	0	0	0	0	0	0
HOXC6	1	2	0	0	0	0	1	1	3	1	0
HOXC9	21	20	1	2	0	0	0	0	0	0	0
HOXD-AS2	0	0	0	0	0	0	0	0	0	0	0
HOXD1	0	0	0	0	0	0	0	0	0	0	0
HOXD10	0	0	0	0	0	0	0	0	0	0	0
HOXD11	0	0	0	0	0	0	0	0	0	0	0
HOXD12	0	0	0	0	0	0	0	0	0	0	0
HOXD13	0	0	0	0	0	0	0	0	0	0	0
HOXD3	0	0	0	2	0	0	0	0	0	0	0
HOXD4	0	0	0	0	0	0	0	0	0	0	0
HOXD8	4	3	1	0	0	0	0	0	0	0	0
HOXD9	0	0	0	0	0	0	0	0	0	0	0
HP	0	0	0	0	0	0	0	0	0	0	0
HP1BP3	3510	1688	3695	2511	2204	2445	1043	801	1917	717	1074
HPCA	0	2	0	1	1	2	0	0	0	1	0
HPCAL1	383	237	528	256	296	257	189	225	443	203	255
HPCAL4	10	4	1	0	0	0	0	0	1	0	0
HPD	12	4	8	4	0	3	0	0	0	0	0
HPDL	23	55	46	28	18	34	4	0	12	2	6
HPF1	728	475	2595	1604	1323	1930	100	81	176	78	91
HPGD	5	2	279	11	46	57	0	0	0	1	1
HPGDS	0	1	1	0	0	0	0	0	0	0	0
HPN	1	0	7	7	11	12	0	1	0	3	0
HPN-AS1	0	0	0	0	0	0	0	0	0	0	0
HPR	0	1	0	0	0	0	0	0	0	0	0
HPRT1	1159	741	5826	2679	3270	3755	426	465	1278	430	545
HPS1	815	353	765	623	503	349	177	121	230	90	170
HPS3	683	550	297	221	206	158	130	106	305	89	138
HPS4	949	459	678	453	353	407	181	101	250	119	186
HPS5	4927	2371	468	463	247	367	104	88	187	63	108
HPS6	913	781	489	268	217	203	112	58	103	63	87
HPSE	285	225	293	347	162	105	45	36	50	42	52
HPSE2	1	1	0	0	0	0	0	0	0	0	0
HPX	4	1	4	7	5	4	0	3	2	0	2
HPYR1	0	0	0	0	0	0	0	0	0	0	0
HR	1341	509	63	40	74	120	67	77	93	48	41
HRAS	1864	1014	1070	1149	610	661	48	31	33	40	42
HRC	5	3	0	3	0	0	0	0	0	1	4
HRCT1	6	11	8	1	5	0	3	1	2	1	0
HRG	0	0	0	0	0	2	1	1	0	0	0
HRH1	617	313	379	188	245	178	103	57	97	55	57
HRH2	0	0	1	0	0	1	0	0	2	0	0
HRH3	0	0	0	0	0	0	0	0	0	0	0
HRH4	4	0	0	3	0	0	0	3	2	1	0
HRK	18	2	1	1	1	0	0	0	1	0	0
HRNR	4	1	1	0	1	0	0	0	0	0	0
HS1BP3	529	288	177	155	98	66	42	17	39	23	25
HS1BP3-IT1	4	4	3	1	1	0	0	0	0	0	0
HS2ST1	1323	720	824	853	522	732	209	152	286	125	225
HS3ST1	78	31	693	318	375	917	111	128	173	51	114
HS3ST2	11	49	53	73	24	32	20	22	22	13	39
HS3ST3A1	2	3	4	68	114	0	1	1	1	3	1
HS3ST3B1	85	60	16	52	133	45	38	23	43	1	13
HS3ST4	0	0	0	0	0	0	0	0	0	0	0
HS3ST5	0	0	0	0	0	0	1	0	0	1	0
HS3ST6	0	0	0	0	0	2	0	0	0	0	0
HS6ST1	458	360	470	169	141	190	19	9	41	20	7
HS6ST2	146	114	68	45	32	30	13	7	86	36	40
HS6ST2-AS1	0	0	0	0	0	0	0	0	0	0	0
HS6ST3	0	0	6	0	0	2	0	1	0	0	4
HSBP1	5653	3001	16867	9952	10454	12222	729	464	1145	480	688
HSBP1L1	2232	375	1588	2363	1018	1543	124	79	156	94	83
HSCB	484	98	588	770	372	430	22	13	28	15	15
HSD11B1	7	3	179	508	66	35	0	1	2	0	1
HSD11B1-AS1	53	10	144	137	73	100	0	1	3	4	2
HSD11B1L	88	18	84	75	76	62	12	7	15	4	9
HSD11B2	7	2	4	19	8	4	1	0	5	6	3
HSD17B1	189	50	151	88	37	52	5	0	7	7	4
HSD17B10	1947	1201	1561	1171	779	956	117	99	205	101	147
HSD17B11	248	174	417	193	297	185	20	21	62	22	31
HSD17B12	1893	1053	4353	5023	3215	2884	401	334	708	320	404
HSD17B13	0	0	0	0	0	0	0	2	0	0	0
HSD17B14	16	1	34	17	14	14	22	4	20	5	10
HSD17B2	13	1	1600	1810	845	474	200	63	78	80	107
HSD17B3	0	0	1	1	0	1	0	0	1	0	0
HSD17B3-AS1	0	0	0	0	0	0	0	0	0	0	0
HSD17B4	8641	4923	2062	1230	1280	1399	318	283	724	225	412
HSD17B6	27	24	27	11	31	6	1	3	9	1	2
HSD17B7	678	445	707	455	330	411	25	5	23	11	11
HSD17B8	885	220	352	563	298	548	29	15	28	12	13
HSD3B1	0	0	0	0	0	0	0	0	0	0	0
HSD3B2	0	0	0	0	0	0	0	0	0	0	0
HSD3B7	115	35	25	22	59	36	16	14	22	5	14
HSDL1	639	416	376	411	224	242	29	30	72	29	38
HSDL2	3290	1875	1323	947	922	1119	212	242	678	219	258
HSF1	1257	620	111	115	48	50	75	53	102	61	41
HSF2	739	308	430	503	234	366	63	43	113	44	60
HSF2BP	142	36	12	23	16	10	1	1	2	0	2
HSF4	5	0	6	14	12	10	4	1	8	4	3
HSF5	1	0	0	0	0	2	0	0	0	1	0
HSFX1	0	0	0	0	0	0	0	0	0	0	0
HSFX2	0	0	0	0	0	0	0	0	0	0	0
HSFX3	0	0	0	0	0	0	0	0	0	0	0
HSFX4	2	0	0	0	0	0	0	0	0	0	0
HSFY1	0	0	0	0	0	0	0	0	0	0	0
HSFY2	0	0	0	0	0	0	0	0	0	0	0
HSH2D	6	2	21	2	1	2	0	1	0	2	1
HSP90AA1	22682	34571	44696	20558	19997	23733	5298	4033	15279	3549	6414
HSP90AB1	23223	22561	19215	12930	10440	11825	3675	2436	4046	2135	3495
HSP90B1	18061	10216	47413	30945	22184	30182	6273	3732	7944	5807	5091
HSPA12A	47	45	148	127	90	93	20	18	54	13	22
HSPA12B	2	1	0	0	6	1	0	0	0	0	0
HSPA13	6320	1238	1675	4324	1076	1986	176	139	368	201	211
HSPA14	934	750	1278	749	560	886	232	172	327	164	286
HSPA1A	98	229	534	352	310	190	323	212	1124	228	340
HSPA1B	118	244	146	118	143	58	137	200	743	120	203
HSPA1L	27	15	15	31	9	18	12	2	10	4	9
HSPA2	152	326	116	52	201	203	29	55	64	11	22
HSPA4	25217	14153	4127	3817	2455	2602	725	533	1281	514	803
HSPA4L	2229	1369	526	782	531	766	228	123	662	173	162
HSPA5	46029	15040	19334	43274	6214	9221	3995	3811	7483	3826	4388
HSPA6	5	6	13	3	14	0	3	1	1	0	0
HSPA8	12710	31150	13402	13190	6379	4501	611	454	893	245	774
HSPA9	38533	13487	6631	11247	3390	5748	814	599	1305	592	960
HSPB1	7359	2255	5218	13318	9162	6718	2655	844	3158	757	790
HSPB11	1051	645	4842	2131	2188	2883	312	210	523	212	335
HSPB2	0	0	6	2	7	3	0	0	2	1	0
HSPB2-C11orf52	0	0	0	0	0	0	0	0	0	0	0
HSPB3	22	1	2	9	39	9	0	0	3	0	0
HSPB6	0	0	0	4	1	1	2	1	3	1	0
HSPB7	0	0	0	0	0	0	0	0	0	0	0
HSPB8	1	6	112	42	44	82	3	0	3	0	2
HSPB9	0	0	1	0	0	0	0	0	0	0	0
HSPBAP1	533	149	260	265	154	175	38	31	90	39	61
HSPBP1	1261	941	296	261	152	195	293	188	370	259	359
HSPD1	17277	10219	9905	11809	5003	7391	359	374	971	341	359
HSPE1	702	665	8388	3534	3387	5243	486	243	871	498	763
HSPE1-MOB4	0	0	0	0	0	0	0	0	0	0	0
HSPG2	1447	722	5	3	1	2	251	60	153	157	99
HSPH1	4364	3488	2811	2290	1325	1613	640	577	1295	384	829
HTATIP2	3313	1145	1673	1603	1072	1105	90	84	257	54	88
HTATSF1	1773	1058	1341	1327	724	1149	321	308	689	246	351
HTD2	2	2	0	0	0	0	1	0	0	0	1
HTN1	0	0	0	0	0	0	0	0	0	0	0
HTN3	0	0	0	1	0	0	0	0	0	0	0
HTR1A	0	0	0	0	0	0	0	0	0	0	0
HTR1B	4	2	3	0	1	0	0	0	1	0	0
HTR1D	26	18	0	7	1	0	0	0	0	0	1
HTR1E	0	0	0	0	0	0	0	0	0	0	0
HTR1F	0	0	0	0	0	0	0	0	0	0	0
HTR2A	0	0	0	3	21	0	0	0	0	0	0
HTR2A-AS1	0	0	0	0	0	0	0	0	0	0	0
HTR2B	2	0	0	0	0	0	0	0	0	0	1
HTR2C	0	0	0	0	0	0	0	0	0	0	0
HTR3A	0	0	0	0	0	0	0	0	0	0	0
HTR3B	1	0	0	0	0	0	0	0	1	0	0
HTR3C	0	0	0	0	0	0	0	0	0	0	0
HTR3D	0	0	0	0	0	0	0	0	0	0	0
HTR3E	0	0	0	0	0	0	0	0	0	0	0
HTR3E-AS1	0	0	0	0	0	0	0	0	1	0	0
HTR4	0	0	0	0	3	0	0	0	0	0	0
HTR5A	0	0	0	0	0	1	0	0	0	0	0
HTR5A-AS1	0	0	0	0	0	0	0	0	0	0	0
HTR6	0	1	0	0	1	0	0	0	0	0	0
HTR7	1178	377	249	151	163	166	38	27	46	24	43
HTRA1	9165	3432	7236	5237	3775	4841	709	538	1242	546	795
HTRA2	387	233	37	72	43	30	41	38	53	26	42
HTRA3	1	0	0	15	46	3	0	0	0	0	0
HTRA4	5	1	7	1	2	0	2	0	2	0	3
HTT	1429	897	179	177	119	140	360	165	329	199	279
HTT-AS	0	0	0	0	0	0	0	0	0	0	0
HULC	112	27	135	133	85	136	13	11	22	10	10
HUNK	0	0	3	6	16	0	0	0	0	1	0
HUNK-AS1	0	0	0	0	0	0	0	0	0	0	0
HUS1	794	334	725	645	389	626	89	80	154	72	113
HUS1B	1	0	0	3	4	0	3	4	2	7	4
HUWE1	5812	3334	666	804	530	604	1054	694	1424	626	837
HVCN1	12	3	38	12	29	14	5	1	11	12	4
HYAL1	66	40	553	419	366	319	18	8	26	10	6
HYAL2	610	330	408	234	239	219	64	43	90	65	72
HYAL3	31	29	46	35	28	29	23	6	9	12	13
HYAL4	8	3	2	1	0	0	0	0	0	0	0
HYDIN	55	25	7	10	1	1	0	0	0	1	0
HYI	0	0	0	0	0	0	85	31	65	10	31
HYI-AS1	3	1	3	1	1	1	2	0	1	0	0
HYKK	101	73	118	69	59	45	13	1	7	4	14
HYLS1	566	388	684	246	225	401	74	84	250	50	145
HYMAI	0	0	2	1	0	3	15	7	11	4	8
HYOU1	3179	1865	8	32	3	10	770	460	934	487	592
HYPK	10	6	3	2	6	0	1	1	2	0	1
IAH1	2280	667	2708	2722	1723	1835	268	257	532	191	279
IAPP	0	0	0	0	0	0	0	0	0	0	0
IARS2	8509	4826	6003	4685	3357	4555	426	406	960	322	415
IATPR	0	0	0	0	0	0	0	0	0	0	0
IBA57	164	129	67	17	24	46	28	14	23	24	27
IBA57-DT	4	1	2	9	0	0	1	1	0	1	0
IBSP	0	0	0	0	0	0	0	0	1	0	0
IBTK	6049	2542	1958	2677	1283	1672	498	413	841	328	385
ICA1	13	5	69	78	111	67	8	1	23	6	7
ICA1L	120	37	165	201	85	99	18	15	18	19	16
ICAM1	101	65	114	19	30	1	8	6	17	14	0
ICAM2	0	0	0	0	0	0	1	0	1	0	0
ICAM3	0	0	0	0	0	0	9	2	8	3	9
ICAM4	0	0	0	0	0	0	4	1	7	6	0
ICAM5	356	142	31	6	17	4	10	9	24	10	5
ICE1	3323	1480	691	584	432	457	267	155	297	191	230
ICE2	2375	977	1412	891	653	1073	151	146	328	113	182
ICK	426	266	433	343	334	403	50	41	123	41	44
ICMT	3788	3126	1310	959	553	743	354	272	453	215	361
ICOS	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	5	1	2	0	0	5	2	0	0	1	0
ID1	3090	790	1828	1476	792	2667	115	103	276	63	111
ID2	6	2	100	93	146	154	20	10	13	6	7
ID2-AS1	7	1	6	7	4	1	0	0	1	0	0
ID3	2852	1089	313	636	723	771	121	66	309	93	83
ID4	1	1	12	115	21	90	0	0	21	0	1
IDE	2536	1660	1105	1166	630	742	178	137	303	124	195
IDH1	5417	4077	4482	6392	2481	2951	724	534	1506	470	1033
IDH1-AS1	43	12	107	121	98	159	5	3	10	7	4
IDH2	1640	642	894	272	548	670	130	56	167	68	81
IDH2-DT	0	0	0	0	0	0	0	0	0	0	0
IDH3A	987	580	151	187	81	63	308	277	602	213	544
IDH3B	4866	2477	1456	909	812	879	103	80	150	91	84
IDH3G	670	349	688	426	302	376	75	83	104	85	62
IDI1	5323	5656	13871	7576	8399	7841	913	689	2017	715	921
IDI2	1	0	0	0	0	0	1	0	0	3	0
IDI2-AS1	6	24	3	0	0	0	3	1	1	0	4
IDNK	171	43	149	143	84	138	12	6	12	8	10
IDO1	0	0	0	0	0	0	0	0	0	0	0
IDO2	0	0	0	0	0	0	0	0	0	0	0
IDS	111	64	43	26	38	51	43	23	57	20	27
IDUA	10	2	15	34	18	8	5	2	17	1	0
IER2	1585	510	407	454	227	352	162	104	312	77	192
IER3	2278	1287	84	169	69	102	2146	1515	2813	1523	2660
IER3-AS1	8	6	0	0	0	0	19	7	12	5	18
IER3IP1	956	496	5578	3751	3035	3780	399	315	830	301	480
IER5	4638	2337	3062	1497	1607	1902	649	369	983	444	626
IER5L	371	243	36	18	16	25	24	15	25	13	9
IFFO1	278	41	178	44	117	115	23	11	15	8	17
IFFO2	5111	4513	458	214	406	724	564	165	524	232	178
IFI16	4081	1861	4125	3984	2337	3271	705	502	1499	593	707
IFI27	91	26	8391	320	122	41	11	0	6	40	1
IFI27L1	492	116	378	203	156	181	30	19	48	36	28
IFI27L2	1982	569	5218	3263	2734	2657	64	52	83	48	27
IFI30	13	11	0	0	0	0	0	0	1	0	1
IFI35	580	305	348	109	105	85	16	10	11	7	10
IFI44	211	87	1182	235	194	92	9	5	14	39	5
IFI44L	160	56	187	15	25	51	3	3	3	27	1
IFI6	719	223	1942	210	160	206	41	26	68	81	26
IFIH1	714	349	824	348	380	407	41	31	89	47	27
IFIT1	1126	284	580	131	225	233	9	10	12	32	5
IFIT1B	1	0	0	0	0	2	0	0	0	0	0
IFIT2	695	201	182	65	79	91	14	2	15	14	14
IFIT3	1044	436	993	161	215	240	65	29	100	107	42
IFIT5	1226	619	499	376	286	353	120	113	266	111	170
IFITM1	210	68	756	199	251	155	88	27	77	88	71
IFITM10	9	8	0	2	0	0	0	0	0	1	0
IFITM2	0	0	3559	1595	390	2182	52	49	1501	557	355
IFITM3	646	318	13054	6427	6583	4308	2026	950	2815	1967	2462
IFITM5	0	0	0	0	0	0	0	0	0	0	0
IFNA1	1	2	0	0	0	0	0	0	0	0	0
IFNA10	0	0	0	1	0	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0	0	0	0	0	0
IFNA14	0	0	0	0	0	1	0	0	0	0	0
IFNA16	0	0	0	0	0	0	0	0	0	0	0
IFNA17	0	0	0	0	0	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0	0	0	0	0	0
IFNA21	0	0	0	0	0	0	0	0	0	0	0
IFNA4	0	0	0	0	0	0	0	0	0	0	0
IFNA5	0	0	0	0	0	0	0	0	0	0	0
IFNA6	0	0	0	0	0	0	0	0	0	0	0
IFNA7	0	0	0	0	0	0	0	0	0	0	0
IFNA8	1	0	0	0	0	0	0	0	0	0	0
IFNAR1	1297	688	1119	815	536	643	279	197	355	171	281
IFNAR2	11	4	108	43	48	57	60	28	81	45	48
IFNB1	3	0	1	4	0	2	0	0	0	0	0
IFNE	24	10	53	44	49	31	27	21	44	7	33
IFNG	0	0	0	0	0	0	0	0	0	0	0
IFNG-AS1	0	0	0	0	0	0	0	0	0	0	0
IFNGR1	5515	1634	1661	1757	1203	1447	331	276	448	202	335
IFNGR2	2721	1243	3769	1696	1937	2195	835	669	2043	881	1039
IFNK	2	5	792	28	6	5	0	0	0	0	3
IFNL1	0	0	2	0	0	0	0	0	0	0	0
IFNL2	0	0	0	0	0	0	0	0	0	0	0
IFNL3	0	0	0	0	0	1	0	0	0	0	0
IFNLR1	949	441	282	70	101	79	67	30	93	22	45
IFNW1	0	0	0	0	0	0	0	0	0	0	0
IFRD1	6413	1429	1899	3715	1042	2529	97	108	309	109	117
IFRD2	1567	966	42	31	26	23	172	170	244	159	196
IFT122	354	217	60	34	35	33	31	15	21	18	19
IFT140	493	198	38	49	45	43	19	7	41	13	11
IFT172	645	388	221	150	112	105	35	17	28	16	17
IFT20	768	200	284	518	318	239	65	20	66	33	39
IFT22	415	208	1200	698	618	760	46	24	48	26	37
IFT27	178	62	138	131	83	107	29	21	37	25	21
IFT43	947	325	1262	1253	762	814	100	45	92	59	91
IFT46	1502	528	392	410	244	376	60	41	100	47	79
IFT52	1072	405	852	730	499	678	166	146	373	118	207
IFT57	2099	983	4796	2652	2350	3061	206	204	409	143	176
IFT74	2465	764	937	1034	738	1102	76	78	130	59	83
IFT74-AS1	2	0	0	1	0	1	0	0	0	1	0
IFT80	666	281	1026	505	552	736	112	104	321	98	147
IFT81	593	336	413	216	253	239	73	52	151	54	58
IFT88	743	376	618	406	281	506	84	63	108	69	101
IGBP1	2586	898	2437	2104	1731	1964	173	134	290	143	165
IGBP1-AS1	1	0	0	0	0	0	1	0	0	0	0
IGBP1-AS2	4	1	0	0	1	0	0	0	0	0	0
IGDCC3	1	0	0	0	0	2	1	0	1	2	0
IGDCC4	3	1	9	10	53	7	0	0	7	2	2
IGF1	0	0	0	0	0	0	0	0	1	1	0
IGF1R	1341	780	1059	728	678	764	911	475	941	547	637
IGF2	0	0	0	0	0	0	0	0	0	1	0
IGF2-AS	0	0	0	0	0	0	0	0	0	0	0
IGF2BP1	5	8	1	0	0	1	0	0	2	0	0
IGF2BP2	2692	1158	2324	1169	1287	1604	445	281	648	293	299
IGF2BP2-AS1	20	4	16	8	7	4	15	5	6	6	7
IGF2BP3	1214	840	25	28	43	28	279	234	556	180	330
IGF2R	5873	2293	667	1303	618	733	844	475	730	425	452
IGFALS	0	0	0	0	0	0	0	0	0	0	0
IGFBP1	0	0	0	0	0	0	0	0	0	0	0
IGFBP2	5561	2682	1616	1020	1361	990	61	158	369	50	27
IGFBP3	279	78	54	208	114	68	5	0	15	2	1
IGFBP4	73	29	974	1096	516	266	121	61	207	150	70
IGFBP5	163	6	9	52	18	48	13	2	25	3	2
