"lako1"	"lako2"	"lako3"	"lako4"	"lako6"
"GPR108"	83	140	117	190	14
"TRIP10"	65	176	184	163	4
"AC008760.1"	1	0	0	0	0
"SH2D3A"	94	139	213	151	4
"VAV1"	0	0	0	1	0
"ZNF557"	3	24	36	29	3
"INSR"	28	99	189	97	7
"AC119396.2"	2	2	2	2	0
"ARHGEF18"	9	19	14	16	0
"PEX11G"	7	14	21	25	2
"TEX45"	1	0	1	0	0
"ZNF358"	37	97	119	106	8
"MCOLN1"	26	50	38	59	6
"PNPLA6"	11	15	22	28	3
"CAMSAP3"	4	21	14	22	3
"XAB2"	36	94	100	92	5
"PET100"	210	643	678	954	34
"PCP2"	2	10	8	4	0
"AC008763.1"	1	1	0	1	0
"STXBP2"	50	81	74	98	4
"TRAPPC5"	332	533	430	819	27
"CD209"	0	0	0	0	0
"EVI5L"	9	17	10	24	0
"PRR36"	2	1	5	5	0
"LRRC8E"	16	33	30	18	2
"AC010336.1"	1	2	3	3	0
"MAP2K7"	44	105	89	124	2
"TGFBR3L"	4	4	4	1	0
"SNAPC2"	45	49	46	51	5
"CTXN1"	2	2	11	3	0
"AC010336.5"	0	0	0	0	0
"TIMM44"	42	145	160	103	7
"AC010336.8"	6	7	13	30	0
"ELAVL1"	79	171	190	205	14
"AC010336.6"	0	0	1	0	0
"AC008946.1"	0	0	3	0	0
"CCL25"	0	0	0	0	0
"CERS4"	11	55	35	70	4
"CD320"	55	76	51	79	5
"NDUFA7"	177	301	320	565	13
"RPS28"	8979	23239	23426	31170	725
"KANK3"	2	2	5	3	0
"ANGPTL4"	35	28	46	61	2
"RAB11B-AS1"	15	37	32	49	1
"RAB11B"	65	208	224	280	27
"MARCH2"	17	14	21	44	1
"AC136469.1"	0	0	0	1	0
"HNRNPM"	324	760	760	812	50
"PRAM1"	0	1	2	2	0
"ZNF414"	28	44	45	92	5
"MYO1F"	2	3	12	2	1
"ADAMTS10"	3	2	0	5	1
"ZNF558"	10	15	11	32	0
"AC008734.2"	0	0	1	1	0
"MUC16"	8	16	21	71	1
"ZNF317"	14	13	33	21	0
"OR7D2"	0	1	0	0	0
"ZNF699"	20	46	39	24	1
"AC011451.1"	0	1	3	1	0
"ZNF559"	6	31	28	13	3
"ZNF177"	5	7	6	4	2
"AC011451.3"	0	1	1	1	0
"ZNF266"	15	28	27	33	2
"AC008567.3"	0	0	0	0	0
"ZNF426"	28	78	82	94	3
"ZNF426-DT"	2	5	4	2	0
"ZNF121"	68	127	181	90	1
"ZNF561"	47	74	69	58	2
"ZNF561-AS1"	20	49	24	30	1
"ZNF562"	27	46	97	59	2
"AC008759.3"	0	1	1	0	0
"ZNF846"	22	53	59	29	1
"FBXL12"	31	73	69	101	3
"UBL5"	771	1537	1294	2050	66
"AC008752.2"	0	0	0	0	0
"PIN1"	96	190	109	233	10
"OLFM2"	33	39	86	47	6
"COL5A3"	2	8	7	15	0
"AC008742.1"	0	0	0	0	0
"RDH8"	0	0	0	0	0
"SHFL"	76	67	72	92	8
"ANGPTL6"	3	2	0	0	0
"PPAN"	97	141	152	96	2
"P2RY11"	5	10	6	17	0
"EIF3G"	519	1128	930	1103	35
"DNMT1"	38	58	37	70	8
"S1PR2"	2	12	18	7	0
"MRPL4"	83	120	113	189	10
"AC011511.3"	0	0	0	0	0
"ICAM1"	22	46	20	64	1
"AC011511.5"	0	1	3	0	0
"ICAM4"	2	4	6	5	0
"ICAM5"	2	7	3	3	0
"ZGLP1"	1	3	2	4	0
"FDX2"	38	51	51	75	5
"RAVER1"	16	48	43	34	1
"AC114271.1"	1	4	1	4	0
"ICAM3"	8	11	8	23	0
"TYK2"	14	30	32	60	0
"CDC37"	211	346	319	408	17
"PDE4A"	4	19	16	25	3
"KEAP1"	31	41	53	59	6
"S1PR5"	11	18	20	37	4
"ATG4D"	22	43	58	97	5
"KRI1"	34	50	65	72	7
"CDKN2D"	75	121	88	136	1
"AP1M2"	33	57	35	73	5
"SLC44A2"	30	89	71	96	3
"ILF3-DT"	114	204	143	216	3
"ILF3"	192	270	310	371	19
"QTRT1"	57	185	151	170	10
"DNM2"	43	65	73	93	6
"TMED1"	41	101	77	119	8
"C19orf38"	0	1	0	2	0
"CARM1"	24	51	61	80	2
"YIPF2"	38	63	68	83	5
"TIMM29"	18	48	35	53	0
"SMARCA4"	87	102	139	175	4
"LDLR"	212	714	542	634	10
"SPC24"	1	0	0	1	0
"KANK2"	8	8	8	17	0
"DOCK6"	9	18	15	29	0
"AC011472.1"	0	0	0	0	0
"AC011472.4"	0	0	3	1	0
"ANGPTL8"	0	0	0	1	0
"TSPAN16"	0	0	0	0	0
"AC011472.2"	0	0	1	2	0
"RAB3D"	14	31	31	27	1
"AC011472.3"	4	3	0	3	0
"TMEM205"	144	502	319	539	24
"CCDC159"	6	12	11	13	0
"PLPPR2"	22	46	36	59	2
"AC024575.1"	4	2	3	1	0
"SWSAP1"	8	23	21	31	3
"EPOR"	3	7	10	8	0
"RGL3"	2	4	3	0	0
"CCDC151"	6	20	20	8	0
"PRKCSH"	90	226	233	292	22
"ELAVL3"	1	1	6	1	0
"ZNF653"	6	9	10	9	2
"ECSIT"	58	160	116	130	11
"CNN1"	1	2	5	2	0
"ELOF1"	67	139	151	165	3
"ZNF627"	3	20	7	15	1
"ACP5"	22	58	104	118	6
"AC008543.1"	0	3	1	0	0
"ZNF823"	3	12	18	9	2
"ZNF441"	8	9	7	12	1
"AC008543.5"	0	0	0	0	0
"ZNF491"	0	1	0	0	0
"ZNF440"	23	72	38	21	2
"ZNF439"	8	10	10	10	1
"ZNF69"	1	2	3	3	1
"ZNF700"	17	16	10	12	0
"ZNF763"	3	6	5	7	0
"ZNF433-AS1"	65	133	70	96	3
"ZNF433"	9	27	20	24	1
"ZNF878"	0	4	2	3	0
"ZNF844"	16	33	28	43	0
"ZNF20"	4	12	6	7	0
"ZNF625"	4	5	5	9	1
"ZNF136"	31	50	85	80	3
"ZNF44"	29	55	47	59	4
"ZNF563"	11	17	12	23	2
"ZNF442"	2	6	5	7	0
"ZNF799"	1	6	12	12	0
"ZNF443"	5	9	9	3	0
"ZNF709"	2	11	12	11	0
"ZNF564"	3	20	9	21	1
"AC010422.1"	0	0	0	0	0
"ZNF490"	5	11	7	19	0
"ZNF791"	113	219	182	174	6
"MAN2B1"	22	34	92	39	8
"WDR83"	19	44	33	45	0
"WDR83OS"	382	793	719	993	30
"DHPS"	141	236	217	239	5
"AC010422.2"	0	1	1	3	0
"FBXW9"	21	20	15	29	0
"TNPO2"	27	57	82	75	1
"TRIR"	520	1242	1065	1249	45
"GET3"	77	135	128	191	12
"HOOK2"	125	168	219	235	20
"JUNB"	5614	12604	7288	18814	547
"PRDX2"	538	931	848	1223	44
"AC018761.2"	0	1	0	1	0
"RNASEH2A"	2	5	7	7	0
"RTBDN"	0	2	0	0	0
"MAST1"	2	3	6	1	0
"DNASE2"	44	99	110	137	6
"KLF1"	3	0	0	0	0
"GCDH"	20	35	37	33	2
"SYCE2"	0	3	2	1	0
"FARSA"	44	73	53	77	3
"CALR"	386	751	856	1198	51
"AC092069.1"	3	29	57	35	0
"RAD23A"	196	381	381	515	17
"GADD45GIP1"	269	495	457	647	20
"DAND5"	0	0	0	0	0
"NFIX"	107	335	354	306	15
"AC138474.1"	1	1	2	0	0
"LYL1"	2	12	3	15	2
"TRMT1"	52	50	74	69	4
"NACC1"	16	36	31	29	1
"STX10"	52	129	74	93	5
"IER2"	2781	5347	3896	12629	242
"AC011446.3"	0	0	1	1	0
"AC011446.2"	3	6	5	19	1
"CACNA1A"	0	6	11	2	0
"CCDC130"	30	69	55	83	7
"MRI1"	17	24	44	28	6
"AC008686.1"	1	0	2	0	0
"C19orf53"	377	784	644	1040	19
"ZSWIM4"	23	45	80	50	4
"AC020916.2"	0	2	0	0	0
"AC020916.1"	861	1739	1381	3879	34
"NANOS3"	0	2	1	0	0
"C19orf57"	2	5	3	5	0
"CC2D1A"	36	46	49	66	6
"PODNL1"	3	1	4	3	0
"DCAF15"	16	52	43	44	8
"RFX1"	16	143	78	80	6
"AC022098.4"	0	1	2	3	0
"IL27RA"	0	11	1	7	0
"PALM3"	0	2	1	0	0
"MISP3"	9	16	13	14	1
"SAMD1"	27	63	70	68	4
"PRKACA"	28	68	58	80	6
"AC022098.3"	0	0	0	1	0
"ASF1B"	1	3	8	5	0
"AC022098.1"	2	8	5	7	0
"ADGRL1"	10	25	36	34	3
"AC011509.3"	0	0	0	1	0
"LINC01842"	0	0	0	1	0
"ADGRE5"	5	12	16	30	2
"DDX39A"	99	144	142	178	7
"PKN1"	1	8	5	6	1
"AC008569.2"	0	0	0	0	0
"PTGER1"	1	0	1	2	0
"GIPC1"	129	174	192	287	11
"DNAJB1"	3187	2471	1420	5800	39
"TECR"	325	658	633	898	20
"NDUFB7"	302	766	595	1266	37
"ZNF333"	9	28	21	21	0
"ADGRE2"	0	1	4	1	0
"OR7C1"	0	2	1	1	1
"OR7A5"	1	0	0	0	0
"OR7A17"	0	1	0	0	0
"SLC1A6"	0	2	2	6	0
"CASP14"	20	79	91	369	3
"OR1I1"	0	2	3	0	0
"SYDE1"	15	29	10	42	0
"ILVBL"	72	159	125	225	7
"AC003956.1"	2	4	5	7	0
"NOTCH3"	13	24	37	56	5
"AC004257.1"	1	0	1	0	0
"EPHX3"	1	5	0	1	0
"BRD4"	208	508	498	595	6
"AC005776.2"	2	4	9	6	0
"AKAP8"	42	79	66	97	1
"AC005785.1"	2	2	3	2	0
"AKAP8L"	65	156	147	238	5
"WIZ"	25	56	44	69	2
"RASAL3"	0	0	1	1	0
"CYP4F8"	0	0	0	0	0
"CYP4F3"	0	4	3	1	1
"CYP4F12"	16	23	32	23	2
"OR10H5"	0	1	0	0	0
"OR10H1"	2	1	0	1	0
"LINC01764"	0	2	0	1	0
"UCA1"	0	0	1	1	0
"CYP4F11"	8	17	20	0	0
"TPM4"	550	1856	2655	1239	39
"RAB8A"	106	239	191	201	12
"AC008894.2"	0	0	0	1	0
"HSH2D"	0	1	4	1	0
"FAM32A"	57	151	187	162	12
"AC020911.1"	0	2	1	3	0
"AP1M1"	17	43	43	33	3
"AC020911.2"	1	2	1	3	0
"KLF2"	152	314	130	501	2
"AC020917.3"	1	0	1	0	0
"EPS15L1"	26	49	41	45	2
"AC020917.2"	1	0	0	0	0
"CALR3"	0	0	0	0	0
"C19orf44"	2	6	5	13	0
"CHERP"	30	84	85	75	5
"AC008764.6"	0	8	5	4	1
"SLC35E1"	37	79	95	126	3
"AC008764.3"	0	0	0	0	0
"AC008764.8"	4	9	11	16	2
"MED26"	31	56	74	74	1
"AC008764.7"	0	0	2	7	0
"AC008764.2"	0	1	0	0	0
"SMIM7"	120	291	197	320	10
"AC024075.2"	2	15	8	14	2
"AC024075.1"	0	8	1	6	1
"TMEM38A"	9	14	12	20	1
"NWD1"	8	38	49	19	1
"SIN3B"	33	66	58	71	6
"F2RL3"	0	1	1	0	0
"CPAMD8"	61	184	157	178	12
"AC020908.2"	0	0	0	1	0
"HAUS8"	7	11	27	23	4
"MYO9B"	28	44	52	48	8
"AC020908.3"	0	0	1	0	0
"AC020913.1"	1	0	0	0	0
"AC020913.3"	0	1	0	0	0
"USE1"	74	127	145	137	4
"OCEL1"	31	74	52	64	3
"NR2F6"	34	65	77	110	3
"USHBP1"	0	1	5	8	0
"BABAM1"	56	117	101	186	4
"ANKLE1"	3	1	0	5	0
"ABHD8"	9	21	24	20	2
"MRPL34"	126	195	181	256	20
"AC010463.3"	0	0	0	1	0
"DDA1"	92	167	175	172	6
"ANO8"	1	7	10	3	0
"GTPBP3"	39	37	50	63	4
"PLVAP"	0	2	0	7	0
"CCDC194"	0	0	0	0	0
"BST2"	14	60	67	74	6
"BISPR"	0	11	2	8	0
"MVB12A"	87	168	152	168	13
"AC010319.4"	0	0	0	0	0
"AC010319.3"	0	4	1	11	0
"TMEM221"	1	2	10	3	0
"NXNL1"	0	0	1	1	0
"SLC27A1"	17	37	46	52	8
"AC010618.3"	7	18	24	14	1
"PGLS"	133	208	217	362	28
"AC010618.2"	0	2	2	1	0
"NIBAN3"	0	0	0	0	0
"COLGALT1"	16	33	32	39	0
"UNC13A"	0	0	0	1	0
"MAP1S"	42	73	116	55	1
"FCHO1"	0	0	1	1	0
"B3GNT3"	1	3	1	7	0
"INSL3"	0	0	0	0	0
"JAK3"	2	5	1	5	1
"RPL18A"	7254	17007	17966	23570	539
"CCDC124"	83	128	119	189	6
"KCNN1"	1	1	4	0	0
"ARRDC2"	18	22	21	20	1
"IL12RB1"	0	0	0	0	2
"MAST3"	1	7	5	8	0
"PIK3R2"	29	40	46	76	7
"IFI30"	41	75	54	135	6
"MPV17L2"	13	16	14	23	3
"RAB3A"	5	7	9	18	0
"AC005759.1"	0	3	9	7	0
"PDE4C"	7	10	21	10	0
"AC008397.1"	1	3	7	27	0
"IQCN"	4	7	14	18	4
"JUND"	7435	20547	12082	22668	100
"LSM4"	185	374	245	458	12
"PGPEP1"	10	38	37	24	2
"GDF15"	2	32	8	28	0
"LRRC25"	0	0	0	0	0
"SSBP4"	50	96	117	179	12
"ISYNA1"	66	103	129	116	4
"ELL"	35	100	92	81	3
"FKBP8"	173	424	422	495	25
"KXD1"	57	108	131	153	7
"AC005253.1"	2	13	6	8	0
"AC005253.2"	0	0	0	0	0
"UBA52"	3567	8280	8091	11828	237
"CRLF1"	72	167	455	350	0
"REX1BD"	218	579	440	711	23
"TMEM59L"	1	2	9	2	1
"KLHL26"	8	17	18	12	0
"CRTC1"	11	45	38	53	2
"COMP"	2	2	0	0	0
"UPF1"	74	151	126	134	5
"CERS1"	0	1	1	0	0
"COPE"	250	499	464	784	32
"DDX49"	23	68	46	81	9
"HOMER3"	85	89	165	211	12
"HOMER3-AS1"	0	0	1	0	0
"SUGP2"	86	147	110	232	6
"ARMC6"	9	27	17	23	4
"SLC25A42"	12	29	17	11	2
"TMEM161A"	44	62	39	81	4
"MEF2B"	11	35	9	36	2
"BORCS8"	26	26	28	33	3
"RFXANK"	38	96	94	113	11
"NR2C2AP"	79	130	133	137	5
"NCAN"	0	0	0	0	0
"HAPLN4"	0	2	1	0	0
"TM6SF2"	0	0	0	0	0
"SUGP1"	15	25	25	38	3
"MAU2"	35	58	52	67	7
"GATAD2A"	56	122	162	184	6
"TSSK6"	0	0	0	1	0
"NDUFA13"	621	1220	1102	2070	64
"YJEFN3"	3	8	10	10	0
"CILP2"	1	0	4	0	0
"PBX4"	8	22	16	6	3
"AC002306.1"	1	0	3	1	0
"LPAR2"	19	29	17	28	2
"GMIP"	0	8	9	6	2
"ATP13A1"	18	23	34	39	3
"ZNF101"	3	13	9	13	2
"ZNF14"	15	23	21	6	0
"LINC00663"	6	12	16	20	0
"ZNF506"	49	93	75	73	3
"AC011477.2"	1	3	4	4	0
"ZNF253"	12	10	17	20	1
"ZNF93"	3	17	9	2	1
"ZNF682"	4	8	3	11	0
"ZNF90"	1	9	14	14	0
"AC011447.3"	1	1	3	1	0
"ZNF486"	8	12	9	9	2
"ZNF737"	12	13	15	7	1
"ZNF626"	19	53	35	40	2
"AC010329.1"	12	24	4	3	0
"ZNF66"	10	9	12	15	1
"ZNF85"	3	12	12	7	0
"ZNF430"	104	200	193	172	9
"ZNF714"	18	31	26	29	2
"ZNF431"	96	89	87	140	4
"ZNF708"	18	33	23	34	2
"ZNF738"	9	11	8	9	1
"ZNF493"	29	63	61	53	1
"AC010615.2"	0	4	4	1	0
"LINC00664"	0	1	1	0	0
"ZNF429"	17	36	28	47	3
"AC123912.1"	0	0	0	0	0
"AC123912.4"	0	0	1	0	0
"ZNF100"	4	20	21	11	0
"ZNF43"	9	38	25	34	3
"ZNF208"	5	2	0	0	0
"ZNF257"	5	5	3	4	0
"ZNF676"	4	0	0	3	0
"ZNF98"	0	0	0	0	0
"AC011467.1"	0	0	0	0	0
"LINC01233"	0	0	0	0	0
"ZNF492"	1	2	1	0	0
"AC024563.1"	0	0	0	0	0
"ZNF99"	0	0	0	0	0
"ZNF728"	0	1	0	0	0
"LINC01858"	0	0	0	0	0
"AC074135.2"	0	0	0	0	0
"AC074135.1"	0	0	0	0	0
"ZNF730"	1	0	1	0	0
"ZNF724"	2	7	3	2	1
"AC092329.4"	44	70	38	31	0
"ZNF91"	110	185	149	157	8
"AC010300.1"	0	0	0	0	0
"LINC01224"	0	0	0	1	0
"ZNF675"	20	29	19	35	3
"ZNF681"	11	21	9	8	1
"ZNF726"	1	5	2	4	2
"AC011503.1"	0	0	0	0	0
"AC011503.2"	0	1	0	0	0
"AC092279.1"	4	19	12	29	0
"ZNF254"	38	71	44	71	3
"LINC00662"	46	86	94	66	11
"AC006504.1"	2	1	5	1	0
"AC006504.5"	10	28	20	30	0
"AC006504.7"	1	3	1	1	0
"AC005616.1"	0	0	6	15	0
"LINC00906"	0	0	2	3	0
"UQCRFS1"	308	629	579	669	19
"AC007786.1"	0	1	2	1	0
"AC007786.2"	0	0	0	0	0
"AC007786.3"	0	0	0	0	0
"AC007786.4"	0	0	0	0	0
"VSTM2B"	0	0	0	0	0
"POP4"	26	42	43	91	2
"PLEKHF1"	14	25	37	14	2
"C19orf12"	15	40	41	40	2
"CCNE1"	7	13	37	12	0
"URI1"	157	264	223	328	5
"ZNF536"	0	1	0	1	0
"TSHZ3"	8	16	22	6	1
"ZNF507"	22	40	29	50	1
"AC007773.1"	1	1	1	2	1
"DPY19L3"	8	19	16	29	2
"PDCD5"	326	487	321	651	26
"ANKRD27"	12	32	25	24	2
"RGS9BP"	1	1	0	0	0
"AC008736.1"	0	4	3	7	0
"NUDT19"	8	23	36	30	1
"TDRD12"	0	5	6	1	0
"SLC7A9"	0	0	0	0	0
"CEP89"	17	25	22	46	3
"FAAP24"	3	0	8	7	1
"RHPN2"	5	19	16	14	2
"GPATCH1"	22	22	30	49	3
"LRP3"	3	2	10	3	0
"SLC7A10"	0	0	0	0	0
"CEBPA"	31	55	64	77	0
"CEBPA-DT"	0	1	0	1	0
"AC008738.2"	0	0	0	0	0
"CEBPG"	166	314	271	253	10
"PEPD"	62	96	69	113	8
"CHST8"	0	0	0	0	0
"KCTD15"	16	31	43	68	3
"AC008556.1"	5	13	12	18	1
"LSM14A"	109	213	197	232	14
"KIAA0355"	33	103	82	62	6
"AC010504.1"	1	1	0	0	0
"GPI"	105	143	162	314	15
"PDCD2L"	17	13	19	21	0
"AC008747.1"	1	1	0	4	0
"UBA2"	133	212	262	225	12
"WTIP"	15	21	37	17	3
"SCGB1B2P"	3	1	4	5	0
"SCGB2B2"	0	3	0	0	0
"AC020910.2"	1	1	0	0	0
"ZNF302"	35	96	58	67	1
"AC020910.5"	5	16	22	20	0
"ZNF181"	11	26	20	26	1
"ZNF599"	23	46	28	31	0
"LINC01801"	0	1	0	0	0
"AC008555.1"	0	0	1	1	0
"AC008555.2"	0	0	0	0	0
"AC008555.4"	7	16	19	21	1
"ZNF30-AS1"	0	0	0	0	0
"ZNF30"	0	4	4	4	0
"ZNF792"	1	1	0	1	0
"GRAMD1A"	26	39	48	50	4
"AC020907.3"	0	2	2	1	0
"SCN1B"	0	2	1	2	0
"HPN"	4	1	6	11	0
"AC020907.1"	0	0	3	2	0
"FXYD3"	852	1417	1887	4957	137
"LGI4"	3	0	3	5	0
"FXYD1"	25	72	55	42	1
"FXYD7"	0	3	3	2	0
"FXYD5"	115	212	196	250	5
"FAM187B"	0	0	1	0	0
"LSR"	127	273	370	307	8
"AC002128.2"	0	0	0	0	0
"AC002128.1"	1	2	1	1	0
"USF2"	42	138	144	180	5
"HAMP"	0	0	1	0	0
"CD22"	0	0	1	1	0
"FFAR1"	0	0	0	0	0
"FFAR2"	0	0	4	0	0
"DMKN"	54	156	154	107	6
"SBSN"	0	0	3	1	0
"GAPDHS"	8	18	8	8	0
"TMEM147-AS1"	2	10	8	8	0
"TMEM147"	180	242	200	355	11
"AD000090.1"	0	2	1	0	1
"HAUS5"	4	14	14	10	1
"RBM42"	72	162	133	183	10
"ETV2"	19	29	27	49	1
"COX6B1"	574	1236	1199	1830	73
"KMT2B"	37	60	60	85	4
"IGFLR1"	2	3	6	23	1
"U2AF1L4"	22	43	48	73	6
"PSENEN"	95	155	116	194	9
"AD000671.3"	0	0	3	0	0
"LIN37"	15	37	42	28	1
"AC002398.2"	0	0	0	0	0
"HSPB6"	5	1	4	1	0
"PROSER3"	7	13	18	13	1
"ARHGAP33"	9	15	14	10	2
"APLP1"	2	6	1	3	0
"NFKBID"	51	119	174	346	1
"HCST"	5	5	5	7	0
"TYROBP"	1	2	2	2	0
"LRFN3"	3	24	21	14	1
"AF038458.2"	1	0	0	0	0
"SDHAF1"	27	54	41	69	2
"SYNE4"	6	2	14	19	1
"ALKBH6"	5	26	26	40	0
"AC002116.2"	1	3	1	2	0
"CLIP3"	1	8	8	4	1
"THAP8"	1	11	2	7	0
"WDR62"	2	2	3	5	0
"POLR2I"	192	399	372	785	27
"TBCB"	108	203	173	284	17
"CAPNS1"	199	438	534	788	26
"COX7A1"	81	191	337	206	6
"ZNF565"	15	32	7	16	2
"ZNF146"	49	110	113	102	3
"AC092296.2"	1	1	5	3	1
"LINC00665"	79	64	129	98	5
"ZFP14"	24	58	41	67	1
"ZFP82"	6	9	5	5	0
"ZNF566"	11	26	19	28	2
"AC092295.2"	0	0	2	0	0
"ZNF260"	23	47	48	49	2
"ZNF529"	22	41	53	35	3
"ZNF529-AS1"	14	32	11	15	0
"ZNF382"	0	2	1	0	0
"ZNF461"	6	16	15	11	2
"AC074138.1"	0	0	0	0	0
"LINC01534"	9	26	15	18	0
"ZNF567"	33	59	62	53	5
"ZNF850"	2	6	5	5	0
"AC020928.1"	1	1	0	2	0
"AC020928.2"	0	0	1	0	0
"ZNF790-AS1"	11	38	32	22	2
"ZNF790"	6	25	15	14	0
"ZNF345"	9	37	17	18	0
"ZNF829"	5	15	8	9	0
"ZNF568"	16	25	24	21	2
"ZNF420"	14	23	14	31	1
"AC010632.1"	0	0	0	0	0
"AC010632.2"	1	3	2	0	0
"ZNF585A"	25	61	63	99	5
"ZNF585B"	11	17	22	19	4
"ZNF383"	21	50	29	34	3
"AC016590.1"	1	1	1	0	0
"LINC01535"	3	2	1	4	0
"AC016590.4"	0	0	0	0	0
"ZNF875"	22	29	28	23	1
"AC016590.3"	1	2	0	0	0
"ZNF527"	5	9	12	10	1
"ZNF569"	5	12	16	13	0
"ZNF570"	8	36	18	9	0
"ZNF793-AS1"	4	9	4	8	0
"AC022148.2"	1	0	0	1	0
"ZNF793"	16	32	27	29	1
"AC022148.1"	0	0	0	0	0
"ZNF571-AS1"	0	1	0	1	0
"ZNF540"	13	8	16	18	3
"ZNF571"	4	5	16	12	3
"ZFP30"	2	9	4	7	4
"ZNF781"	2	0	3	0	0
"ZNF607"	5	3	4	4	0
"AC093227.1"	1	1	5	5	0
"AC093227.3"	1	0	0	0	0
"ZNF573"	3	19	14	9	0
"SIPA1L3"	8	39	51	29	0
"AC011479.3"	0	0	0	1	0
"DPF1"	0	0	0	0	0
"SPINT2"	612	1105	985	1926	67
"PPP1R14A"	6	2	1	0	0
"AC011479.4"	0	1	0	2	0
"YIF1B"	30	44	43	69	4
"C19orf33"	1184	2132	3135	3815	103
"KCNK6"	28	54	81	96	2
"CATSPERG"	1	3	7	20	3
"PSMD8"	492	771	658	967	40
"GGN"	0	1	9	9	0
"SPRED3"	8	17	9	9	0
"FAM98C"	37	77	77	77	1
"RASGRP4"	0	0	0	0	0
"RYR1"	37	92	83	95	5
"AC067969.1"	0	0	1	0	0
"MAP4K1"	0	1	2	2	0
"AC008649.1"	1	3	0	0	0
"EIF3K"	694	1615	1290	2050	41
"ACTN4"	553	1834	1967	1919	78
"AC008649.2"	0	0	0	0	0
"CAPN12"	29	54	53	34	6
"AC022144.1"	4	27	52	30	1
"LGALS7"	111	40	171	192	15
"LGALS7B"	287	328	87	50	72
"LGALS4"	1	1	15	3	0
"ECH1"	156	446	315	426	17
"HNRNPL"	129	326	359	366	17
"AC008982.2"	1	9	21	8	1
"RINL"	7	17	11	8	2
"SIRT2"	48	90	98	125	8
"NFKBIB"	81	118	142	166	0
"CCER2"	0	0	1	4	1
"SARS2"	15	30	22	45	2
"MRPS12"	78	128	138	190	9
"ERVK9-11"	2	0	0	2	0
"FBXO17"	25	74	63	75	1
"AC011455.6"	3	3	2	2	0
"FBXO27"	18	89	70	84	2
"ACP7"	0	2	3	0	0
"PAK4"	26	32	63	67	5
"AC011443.1"	0	0	0	0	0
"NCCRP1"	0	0	5	3	0
"IFNL2"	0	0	0	0	0
"IFNL1"	0	0	0	0	0
"LRFN1"	2	3	2	4	1
"GMFG"	2	0	0	6	0
"AC011445.2"	1	4	7	4	0
"SAMD4B"	155	321	284	375	3
"PAF1"	89	207	133	223	1
"MED29"	44	135	135	216	2
"ZFP36"	3917	10157	7576	15895	253
"PLEKHG2"	9	14	35	17	1
"RPS16"	5830	14783	12698	16014	442
"SUPT5H"	68	137	166	170	9
"TIMM50"	47	93	103	116	8
"DLL3"	3	3	2	2	1
"EID2B"	3	8	10	5	2
"EID2"	18	63	39	60	3
"CLC"	0	2	2	6	0
"AC005393.1"	1	1	0	1	0
"DYRK1B"	9	31	19	35	1
"FBL"	372	1011	1007	877	21
"FCGBP"	0	0	0	0	0
"PSMC4"	165	278	284	332	11
"ZNF546"	3	6	4	12	0
"ZNF780B"	14	17	14	13	3
"ZNF780A"	7	46	31	56	2
"AC005614.1"	1	1	3	1	0
"MAP3K10"	12	12	13	15	4
"TTC9B"	0	0	0	1	0
"CNTD2"	1	0	1	2	0
"AKT2"	54	123	95	97	10
"AC118344.1"	0	1	0	0	0
"C19orf47"	7	13	18	21	1
"PLD3"	110	258	280	458	13
"HIPK4"	0	0	4	0	0
"PRX"	3	8	9	3	0
"SERTAD1"	433	1117	874	1647	23
"AC010271.2"	0	0	0	0	0
"SERTAD3"	148	289	187	278	4
"AC010271.1"	0	0	1	1	0
"BLVRB"	242	492	558	640	24
"SPTBN4"	0	7	1	4	0
"SHKBP1"	15	40	29	34	3
"LTBP4"	123	208	371	329	31
"NUMBL"	32	116	125	65	1
"COQ8B"	19	33	40	38	4
"ITPKC"	403	798	685	1256	16
"C19orf54"	8	9	13	23	0
"SNRPA"	59	138	160	136	5
"MIA"	4	5	5	6	0
"RAB4B"	21	32	49	54	3
"AC008537.4"	0	0	1	0	0
"EGLN2"	97	223	158	135	4
"CYP2F1"	0	1	0	0	0
"CYP2S1"	82	190	143	227	12
"AXL"	36	84	105	51	2
"HNRNPUL1"	83	220	222	322	15
"TGFB1"	94	120	197	160	2
"AC011462.5"	0	13	8	6	0
"CCDC97"	13	40	31	44	2
"TMEM91"	59	143	158	261	2
"B9D2"	3	27	21	30	2
"AC011462.4"	0	0	1	2	0
"EXOSC5"	59	92	76	113	4
"BCKDHA"	27	66	79	112	2
"B3GNT8"	20	27	32	53	0
"DMAC2"	46	76	55	73	8
"PCAT19"	1	1	0	3	0
"AC243960.3"	0	0	0	0	0
"LINC01480"	0	1	0	0	0
"AC243960.1"	0	0	0	0	0
"CEACAM21"	0	0	0	0	0
"CEACAM4"	0	1	0	6	0
"CEACAM7"	1	8	0	20	0
"CEACAM5"	1	2	0	4	0
"CEACAM6"	1	14	1	22	0
"RPS19"	11242	24747	24140	37771	889
"CD79A"	1	0	2	0	0
"ARHGEF1"	18	43	47	73	4
"ERFL"	0	0	0	0	0
"RABAC1"	351	675	441	828	23
"ATP1A3"	0	2	0	3	0
"GRIK5"	0	1	0	0	0
"ZNF574"	19	60	54	58	2
"POU2F2"	4	9	25	15	0
"AC010247.1"	1	1	0	0	0
"AC010247.2"	0	0	0	0	0
"DEDD2"	189	167	90	243	5
"ZNF526"	6	14	12	14	1
