"lako1"	"lako2"	"lako3"	"lako4"
"AC027601.1"	45	20	32	77
"AC027601.6"	96	84	71	137
"AC110285.1"	1	0	2	4
"AC110285.5"	10	6	4	6
"AC110285.2"	2	7	0	22
"BAHCC1"	25	20	16	71
"LINC01971"	5	2	2	7
"ACTG1"	53236	35041	41520	58379
"FSCN2"	1	0	1	0
"FAAP100"	109	39	55	268
"NPLOC4"	325	219	218	552
"TSPAN10"	79	57	38	99
"PDE6G"	6	1	1	0
"OXLD1"	458	219	268	845
"CCDC137"	448	224	281	850
"ARL16"	674	359	397	1077
"HGS"	602	254	323	840
"AC139530.3"	3	3	0	6
"AC139530.1"	94	62	63	122
"MRPL12"	721	312	432	1258
"SLC25A10"	77	40	51	151
"MCRIP1"	350	219	291	609
"PPP1R27"	8	9	4	6
"P4HB"	1196	667	728	2160
"AC145207.2"	3	5	2	5
"ARHGDIA"	848	677	880	1567
"AC145207.5"	13	7	21	46
"AC145207.6"	1	0	1	1
"ALYREF"	623	391	532	1048
"ANAPC11"	3231	1927	1947	5210
"NPB"	7	16	18	20
"PCYT2"	171	69	92	299
"SIRT7"	1074	382	460	1032
"MAFG"	1116	747	661	1104
"MAFG-DT"	35	16	15	41
"PYCR1"	69	17	19	44
"MYADML2"	0	0	0	0
"NOTUM"	1	0	0	0
"ASPSCR1"	341	176	176	482
"CENPX"	1377	937	736	2373
"LRRC45"	106	53	41	189
"RAC3"	282	108	181	421
"DCXR"	1361	660	1003	1870
"DCXR-DT"	14	9	6	11
"RFNG"	227	110	147	261
"GPS1"	435	204	247	769
"DUS1L"	606	326	451	942
"FASN"	240	103	169	516
"CCDC57"	522	267	360	814
"AC132872.2"	0	1	2	3
"SLC16A3"	98	101	165	150
"CSNK1D"	404	398	524	704
"AC132872.3"	1	1	0	0
"AC132872.5"	0	0	3	0
"LINC01970"	9	2	14	18
"AC132872.1"	16	25	25	51
"CD7"	3	4	5	31
"SECTM1"	15	52	27	90
"AC132938.1"	1	0	1	0
"OGFOD3"	370	195	218	719
"AC132938.2"	3	2	2	1
"HEXD"	182	143	112	432
"HEXD-IT1"	16	16	10	35
"CYBC1"	334	97	116	482
"AC132938.6"	8	9	2	6
"AC132938.3"	19	26	11	30
"NARF"	382	218	291	578
"NARF-AS1"	1	0	1	1
"NARF-IT1"	1	1	1	3
"FOXK2"	228	153	152	316
"AC124283.3"	2	3	0	1
"AC124283.1"	10	28	34	23
"WDR45B"	686	585	680	1240
"RAB40B"	453	216	224	551
"AC024361.2"	7	4	3	8
"FN3KRP"	497	194	238	648
"FN3K"	29	13	20	31
"TBCD"	130	84	95	278
"ZNF750"	1443	515	1144	2047
"AC087222.1"	3	2	1	1
"B3GNTL1"	18	13	3	32
"METRNL"	277	476	571	380
"AC130371.2"	1	2	0	0
"AC144831.1"	0	3	4	2
"AC139099.2"	5	0	6	0
"AC139099.1"	1	0	0	0
"USP14"	980	558	683	1334
"THOC1"	403	212	259	543
"AP000845.1"	8	3	4	11
"AP000915.1"	1	3	0	16
"COLEC12"	669	212	193	709
"AP000915.2"	14	10	1	20
"CLUL1"	24	38	23	24
"TYMSOS"	61	69	111	156
"AP001178.3"	0	0	2	0
"TYMS"	92	92	141	404
"ENOSF1"	441	169	316	849
"YES1"	701	414	661	1005
"AP001020.3"	9	9	7	8
"AP001020.1"	3	5	0	2
"AP001020.2"	36	17	29	54
"AP000894.4"	21	13	8	13
"ADCYAP1"	0	0	0	0
"LINC00470"	0	0	0	0
"AP005136.4"	1	3	2	8
"METTL4"	236	141	97	305
"AP005136.3"	2	1	1	3
"NDC80"	117	49	49	192
"SMCHD1"	566	320	337	913
"EMILIN2"	25	187	73	269
"LPIN2"	87	138	126	180
"AP000919.4"	0	2	3	2
"AP000919.2"	1	7	2	5
"AP000919.3"	0	1	0	1
"MYOM1"	17	7	8	13
"AP005329.2"	1	0	0	0
"AP005329.3"	123	27	18	73
"MYL12A"	5656	4108	4635	8826
"AP005329.1"	29	16	20	25
"MYL12B"	12231	8006	7946	18072
"AP001025.1"	1	1	0	0
"TGIF1"	1273	2510	4162	4090
"GAPLINC"	5	4	4	17
"DLGAP1"	38	46	30	85
"DLGAP1-AS1"	207	137	186	369
"DLGAP1-AS2"	64	87	94	180
"AP002478.1"	26	9	11	17
"DLGAP1-AS4"	0	0	0	1
"AKAIN1"	2	0	1	0
"AP001496.4"	1	0	1	0
"LINC00526"	71	35	22	74
"LINC00667"	394	273	207	657
"ZBTB14"	136	64	67	206
"AP005671.1"	0	0	0	0
"EPB41L3"	50	55	63	57
"TMEM200C"	1	2	1	2
"AP001021.1"	0	0	0	0
"L3MBTL4"	155	65	92	261
"L3MBTL4-AS1"	0	1	2	1
"AP005202.1"	0	0	0	0
"AP005205.2"	39	6	5	14
"ARHGAP28"	117	14	27	44
"AP005210.2"	453	0	0	0
"LINC00668"	3	0	1	1
"LAMA1"	12	8	9	15
"AP001095.1"	0	0	0	2
"PTPRM"	20	19	24	37
"AP000897.1"	0	0	0	1
"AC006566.2"	0	0	0	0
"AC006566.1"	1	1	1	0
"AP001094.2"	1	0	3	1
"RAB12"	347	151	196	477
"GACAT2"	23	30	23	58
"MTCL1"	115	99	164	334
"NDUFV2"	4393	2626	3188	6097
"AP005899.1"	12	7	3	13
"NDUFV2-AS1"	111	104	70	110
"ANKRD12"	2939	2634	2782	4709
"AP001033.2"	53	60	67	81
"AP001033.1"	12	6	7	2
"TWSG1"	424	260	372	509
"AP001033.3"	57	18	9	24
"AP005432.2"	1	1	0	1
"RALBP1"	2008	1026	1085	2775
"AP005432.1"	26	5	14	21
"PPP4R1"	2057	819	776	1794
"AP001381.1"	4	0	0	0
"PPP4R1-AS1"	12	5	18	28
"LINC02856"	0	2	0	1
"RAB31"	120	99	184	194
"AC006238.1"	3	1	2	1
"VAPA"	3334	2389	2946	4762
"LINC01254"	2	0	0	4
"APCDD1"	135	81	103	265
"NAPG"	785	418	415	1095
"LINC01887"	4	0	1	0
"PIEZO2"	6	17	11	40
"AP005229.1"	0	1	2	1
"AP001120.1"	1	0	0	0
"GNAL"	466	322	482	1173
"CHMP1B"	2100	2255	2659	3406
"CHMP1B-AS1"	2	5	8	5
"AP005137.2"	3	3	10	3
"MPPE1"	288	218	190	553
"AP001269.4"	84	50	52	135
"AP001269.2"	0	3	2	2
"IMPA2"	1280	1235	565	1585
"ANKRD62"	0	1	1	2
"CIDEA"	0	0	2	2
"AP005264.1"	32	13	16	22
"TUBB6"	1437	397	580	1723
"AFG3L2"	924	446	566	1235
"PRELID3A"	12	7	7	19
"AP001029.2"	2	0	6	1
"SPIRE1"	167	60	119	206
"PSMG2"	1409	862	988	2356
"CEP76"	187	64	83	231
"AP005482.3"	16	7	17	24
"AP005482.1"	12	0	2	12
"PTPN2"	775	508	577	1134
"SEH1L"	371	206	276	516
"AP002449.1"	5	5	10	11
"CEP192"	143	67	82	288
"LDLRAD4"	2	6	7	2
"LDLRAD4-AS1"	0	0	0	0
"AP005131.6"	1	0	1	0
"AP005131.7"	0	0	0	0
"FAM210A"	400	138	233	389
"RNMT"	1255	792	846	1942
"MC5R"	3	3	8	13
"ZNF519"	88	46	41	170
"LINC01443"	0	0	0	0
"AP005901.6"	25	1	10	9
"AP005901.5"	2	1	0	3
"ROCK1"	1064	552	586	1492
"GREB1L"	49	19	26	43
"ESCO1"	537	311	254	781
"SNRPD1"	2724	1713	1734	4079
"ABHD3"	268	166	336	283
"AC106037.2"	2	0	4	0
"MIB1"	398	214	276	784
"MIR133A1HG"	13	7	12	17
"GATA6"	0	1	4	1
"CTAGE1"	0	0	0	0
"AC090912.1"	2	8	6	14
"AC090912.2"	10	13	7	22
"RBBP8"	767	506	684	1297
"AC090912.3"	0	0	0	2
"CABLES1"	65	30	37	65
"TMEM241"	68	33	27	79
"AC011731.1"	4	2	3	9
"RIOK3"	2972	1408	2073	3463
"RMC1"	177	109	154	236
"NPC1"	347	233	330	396
"ANKRD29"	11	4	5	27
"LAMA3"	1966	1292	1786	2827
"TTC39C"	372	400	297	1003
"TTC39C-AS1"	8	7	11	49
"CABYR"	16	9	18	13
"AC090772.3"	3	5	7	7
"OSBPL1A"	768	461	651	1282
"AC023983.1"	0	0	1	0
"AC023983.2"	0	0	1	0
"IMPACT"	449	230	254	765
"AC007922.2"	2	0	1	0
"HRH4"	2	0	2	5
"AC007922.4"	0	0	0	0
"LINC01915"	2	0	0	0
"LINC01894"	0	0	0	0
"ZNF521"	6	8	14	12
"AC105114.2"	0	0	0	0
"SS18"	565	284	343	906
"PSMA8"	1	0	5	1
"TAF4B"	109	126	286	196
"AC121320.1"	0	0	1	1
"KCTD1"	368	291	322	1111
"AC007996.1"	21	13	12	40
"AC090206.1"	0	0	0	0
"AQP4-AS1"	1	2	2	1
"AC012588.1"	0	0	2	0
"AQP4"	0	0	0	0
"CHST9"	1	0	0	1
"AC090403.1"	0	0	0	0
"AC068408.2"	0	0	0	0
"CDH2"	11	60	28	53
"AC110015.1"	116	151	97	137
"DSC3"	4203	2605	3351	7614
"DSC2"	3375	1878	4029	5281
"DSCAS"	4	4	12	15
"DSC1"	50	33	15	67
"DSG1"	4372	1939	3369	8279
"DSG1-AS1"	16	42	20	24
"DSG3"	1928	1768	3478	3911
"AC021549.1"	2	1	3	0
"DSG2"	1106	611	1235	1239
"DSG2-AS1"	5	7	8	5
"TTR"	1	1	0	1
"B4GALT6"	23	18	30	45
"AC017100.1"	18	12	2	27
"TRAPPC8"	168	94	153	324
"AC022960.1"	0	1	0	1
"AC022960.2"	1	0	0	7
"AC009831.1"	16	5	3	9
"RNF125"	30	24	20	49
"AC009831.3"	1	1	1	1
"AC011825.4"	7	8	12	6
"RNF138"	301	223	300	397
"AC011825.2"	10	6	9	11
"GAREM1"	328	299	367	340
"AC015563.1"	6	9	12	7
"AC015563.2"	2	0	0	0
"AC025887.2"	2	3	2	2
"KLHL14"	115	65	91	209
"AC012123.1"	1	3	7	17
"CCDC178"	35	19	6	21
"ASXL3"	6	13	9	17
"NOL4"	0	0	1	0
"DTNA"	4	2	2	3
"AC068506.1"	0	0	4	0
"MAPRE2"	379	640	786	571
"AC015967.1"	8	16	22	19
"ZNF397"	278	137	141	421
"ZSCAN30"	133	50	64	182
"AC011815.2"	17	5	9	18
"AC011815.1"	16	2	5	20
"AC116447.1"	1	0	0	0
"ZNF24"	853	531	513	1096
"ZNF396"	22	5	11	34
"AC007998.4"	0	1	1	1
"AC007998.3"	4	1	0	3
"INO80C"	135	82	96	236
"GALNT1"	302	243	239	544
"AC090220.1"	1	0	0	2
"AC090229.1"	0	0	5	4
"AC118757.1"	1	0	0	1
"C18orf21"	224	187	138	373
"RPRD1A"	491	276	371	843
"SLC39A6"	1155	492	762	1928
"ELP2"	598	335	399	813
"AC023043.1"	20	28	31	73
"MOCOS"	54	39	40	100
"AC023043.4"	10	5	6	11
"FHOD3"	1042	465	476	1700
"TPGS2"	613	408	488	1002
"KIAA1328"	186	123	144	314
"CELF4"	4	4	12	11
"AC015961.2"	5	3	12	10
"AC009899.1"	0	0	0	1
"MIR924HG"	87	56	43	96
"AC011139.1"	0	0	0	0
"LINC01902"	2	0	1	0
"AC021504.1"	614	340	401	1317
"PIK3C3"	337	197	264	598
"AC087683.2"	7	2	0	2
"LINC00907"	3	0	1	6
"AC084335.1"	23	3	12	24
"RIT2"	1	0	1	1
"SYT4"	0	0	0	1
"AC120049.1"	3	0	2	11
"SETBP1"	100	94	114	190
"SLC14A2"	2	6	14	5
"SLC14A2-AS1"	0	0	1	2
"AC021517.2"	0	0	0	0
"AC023421.2"	3	1	1	3
"AC023421.1"	1	0	1	0
"SLC14A1"	0	2	8	1
"SIGLEC15"	22	7	11	42
"EPG5"	197	91	131	269
"PSTPIP2"	346	101	211	401
"ATP5F1A"	2465	1619	1597	3954
"HAUS1"	264	208	152	495
"C18orf25"	258	145	175	321
"RNF165"	13	53	45	89
"ST8SIA5"	0	0	0	3
"AC090241.2"	2	1	0	1
"AC090241.3"	0	0	0	1
"PIAS2"	290	153	202	492
"KATNAL2"	69	40	30	67
"AC012254.3"	0	0	0	0
"HDHD2"	440	192	155	639
"IER3IP1"	3096	1474	1716	3996
"SMAD2"	816	619	1096	1473
"ZBTB7C"	259	139	217	608
"AC105101.2"	3	0	0	0
"CTIF"	23	19	20	51
"SMAD7"	274	144	166	228
"AC016866.1"	1	0	3	3
"DYM"	358	204	222	500
"C18orf32"	1646	1205	1324	2934
"AC100778.2"	4	0	1	4
"AC100778.3"	1	0	1	0
"RPL17"	25391	27012	30606	48413
"LIPG"	516	100	350	172
"ACAA2"	204	62	119	186
"SNHG22"	6	1	4	9
"MYO5B"	322	166	237	433
"AC091044.1"	0	4	1	0
"CFAP53"	33	15	23	44
"AC090246.1"	0	2	0	0
"MBD1"	370	190	276	523
"CXXC1"	222	124	178	453
"SKA1"	30	16	11	42
"MAPK4"	1	0	2	0
"MRO"	2	1	0	3
"ME2"	342	112	183	447
"ELAC1"	178	77	69	215
"SMAD4"	412	243	264	755
"MEX3C"	247	196	249	339
"LINC01630"	3	1	0	3
"DCC"	2	3	3	4
"LINC01917"	2	0	3	1
"MBD2"	3035	1481	2051	3277
"AC093462.1"	96	40	51	126
"POLI"	172	121	151	287
"STARD6"	4	2	1	7
"C18orf54"	15	11	11	27
"DYNAP"	0	0	0	0
"RAB27B"	302	113	208	500
"AC007673.1"	2	0	3	2
"CCDC68"	8	6	7	9
"LINC01929"	0	0	0	0
"TCF4"	101	119	125	281
"TCF4-AS2"	0	0	1	0
"AC022031.2"	1	0	1	0
"LINC01415"	0	0	1	0
"AC009271.1"	0	1	1	3
"AC006305.1"	2	0	0	0
"AC009271.2"	0	0	0	0
"LINC01905"	1	0	1	1
"TXNL1"	1813	1182	1309	2519
"WDR7"	93	54	66	173
"ONECUT2"	1	2	3	2
"FECH"	189	95	107	323
"AC100847.1"	4	2	6	8
"NARS"	1613	804	873	2094
"AC027097.1"	61	27	27	70
"AC027097.2"	44	26	22	48
"ATP8B1"	306	108	203	437
"NEDD4L"	697	711	1799	898
"AC090236.2"	39	57	123	76
"AC090236.1"	0	0	0	0
"MIR122HG"	0	0	10	0
"AC104971.1"	11	9	8	21
"MALT1"	772	313	429	1026
"ZNF532"	40	32	34	78
"SEC11C"	1701	677	553	1938
"GRP"	81	16	8	46
"RAX"	0	0	0	0
"CPLX4"	1	0	0	0
"LMAN1"	2623	1280	1228	3891
"CCBE1"	32	32	53	40
"AC010776.2"	5	5	2	1
"AC010776.3"	1	0	1	0
"PMAIP1"	6149	5595	9410	9999
"AC090377.1"	7	1	2	6
"AC090621.1"	6	1	4	5
"AC091576.1"	35	34	27	73
"MC4R"	1	1	0	0
"CDH20"	0	0	2	0
"AC090409.2"	4	0	3	5
"AC090409.1"	23	12	8	19
"AC105094.2"	1	1	4	3
"RNF152"	556	654	1147	1558
"PIGN"	208	107	153	394
"RELCH"	218	108	143	322
"AC027514.1"	5	2	3	8
"TNFRSF11A"	10	7	10	5
"ZCCHC2"	342	332	530	375
"AC064801.1"	4	4	4	6
"PHLPP1"	67	79	112	107
"BCL2"	37	34	58	53
"AC022726.2"	0	0	0	0
"KDSR"	2637	1584	2480	3288
"AC036176.1"	153	101	69	249
"VPS4B"	1862	848	1249	2410
"SERPINB5"	6940	5723	9134	9363
"AC036176.3"	2272	643	957	2657
"SERPINB12"	0	0	0	0
"SERPINB13"	23	22	17	26
"SERPINB4"	0	0	1	0
"SERPINB11"	2	4	2	0
"SERPINB3"	2	2	1	0
"SERPINB7"	10	6	19	9
"SERPINB2"	653	1255	3360	1176
"SERPINB10"	16	36	45	32
"HMSD"	3	13	3	5
"AC009802.1"	15	7	13	19
"SERPINB8"	390	381	565	508
"CDH7"	0	0	1	0
"CDH19"	50	36	35	182
"AC110597.1"	5	2	3	5
"DSEL"	102	61	106	137
"AC110597.3"	1	0	0	0
"AC114689.3"	1	0	0	0
"TMX3"	402	168	219	463
"CCDC102B"	24	8	10	23
"AC040896.1"	0	0	0	0
"AC096708.3"	1	0	0	0
"AC090337.1"	0	0	0	1
"DOK6"	0	1	3	2
"CD226"	3	1	5	4
"RTTN"	97	46	69	113
"AC021701.1"	6	2	0	5
"SOCS6"	516	203	451	373
"LINC01909"	6	1	3	4
"LIVAR"	2	1	4	1
"LINC01910"	1	0	2	0
"CBLN2"	2	0	0	0
"NETO1"	0	0	0	0
"FBXO15"	25	23	18	40
"TIMM21"	183	120	130	322
"CYB5A"	599	475	338	962
"AC090398.2"	1	0	0	0
"DIPK1C"	1	1	17	0
"CNDP2"	531	266	397	843
"AC009704.2"	16	9	2	11
"CNDP1"	0	1	1	0
"LINC00909"	284	115	110	340
"ZNF407"	96	50	75	201
"AC015819.2"	1	2	1	3
"AC015819.1"	1	1	0	0
"ZADH2"	217	98	116	314
"TSHZ1"	94	60	101	292
"AC012101.2"	0	0	0	1
"ZNF516"	110	118	217	256
"AC018413.1"	32	15	16	44
"C18orf65"	2	4	1	1
"LINC00683"	7	1	2	3
"ZNF236-DT"	17	14	7	31
"AC027575.2"	8	2	3	13
"ZNF236"	108	50	62	196
"MBP"	756	526	606	1355
"AC018529.1"	2	1	2	2
"AC018529.2"	6	7	3	10
"GALR1"	0	1	0	2
"LINC01896"	0	0	0	0
"SALL3"	0	0	9	0
"ATP9B"	202	116	135	296
"AC125437.1"	11	1	8	11
"AC125437.3"	1	0	1	5
"NFATC1"	38	230	361	188
"AC018445.5"	2	0	1	3
"AC068473.3"	1	1	0	0
"AC068473.5"	80	16	30	61
"CTDP1"	108	65	61	175
"KCNG2"	2	0	2	1
"AC114341.1"	0	0	2	1
"SLC66A2"	359	450	385	710
"AC114341.2"	12	0	0	1
"HSBP1L1"	1260	744	792	1571
"TXNL4A"	1716	937	1183	2751
"AC090360.1"	4	3	6	6
"RBFA"	520	250	264	786
"RBFADN"	9	7	8	23
"ADNP2"	601	288	441	583
"PARD6G-AS1"	624	93	59	103
"PARD6G"	490	300	335	927
"AC139100.2"	8	1	8	8
"LINC01002"	11	11	9	22
"AC016588.2"	27	16	25	57
"PLPP2"	215	23	49	351
"MIER2"	74	44	73	160
"AC010641.2"	2	1	5	5
"C2CD4C"	0	1	0	0
"SHC2"	18	24	30	45
"ODF3L2"	0	0	0	0
"MADCAM1"	18	4	6	9
"AC005775.1"	0	1	0	1
"TPGS1"	409	234	248	857
"CDC34"	421	177	236	633
"GZMM"	2	1	0	1
"AC009005.1"	22	10	9	18
"BSG"	3354	1211	1981	4907
"HCN2"	2	0	1	0
"POLRMT"	146	76	93	358
"FGF22"	16	2	3	11
"RNF126"	678	431	566	1038
"AC004156.1"	4	0	2	1
"FSTL3"	104	74	128	184
"PRSS57"	0	0	0	1
"PALM"	57	80	82	168
"MISP"	201	105	179	354
"AC006273.1"	4	6	3	5
"LINC01836"	29	32	18	29
"PTBP1"	1429	742	1146	2284
"AZU1"	1	0	0	0
"PRTN3"	0	0	0	0
"ELANE"	0	0	0	0
"CFD"	190	2176	2127	5101
"MED16"	167	96	221	421
"R3HDM4"	395	334	418	712
"KISS1R"	3	6	5	3
"ARID3A"	41	77	95	100
"WDR18"	466	204	281	824
"AC004528.1"	2	1	0	2
"TMEM259"	1004	549	646	1685
"AC004528.2"	1	0	2	0
"CNN2"	729	695	1024	1506
"ABCA7"	44	32	31	99
"ARHGAP45"	20	5	44	29
"POLR2E"	1004	620	602	1540
"GPX4"	13620	8650	9100	24156
"SBNO2"	158	133	140	365
"STK11"	343	155	192	507
"CBARP"	15	8	14	16
"AC004221.1"	0	1	3	1
"ATP5F1D"	3385	1982	2392	6313
"MIDN"	960	1447	1748	3066
"CIRBP"	6686	5709	6968	12321
"CIRBP-AS1"	4	0	0	8
"FAM174C"	947	372	425	1182
"EFNA2"	1	4	15	2
"PWWP3A"	580	264	300	835
"NDUFS7"	1112	756	874	1902
"AC005329.3"	4	0	3	0
"AC005329.1"	2	4	6	4
"GAMT"	679	453	572	1051
"DAZAP1"	678	387	530	1235
"RPS15"	34804	34372	37201	74325
"AC027307.3"	16	12	7	14
"APC2"	0	1	0	0
"AC027307.2"	1	11	8	16
"C19orf25"	340	158	229	461
"PCSK4"	17	12	16	44
"REEP6"	200	81	154	238
"ADAMTSL5"	35	22	37	111
"AC027307.1"	4	0	5	6
"PLK5"	2	1	4	2
"MEX3D"	328	155	272	319
"MBD3"	206	106	123	446
"UQCR11"	6723	4010	4668	12098
"TCF3"	151	112	148	330
"AC005256.1"	9	3	2	10
"ATP8B3"	7	4	5	12
"REXO1"	115	109	126	218
"AC012615.2"	1	1	5	1
"KLF16"	435	441	404	456
"AC012615.1"	115	86	54	104
"ABHD17A"	571	352	425	1098
"SCAMP4"	260	144	161	348
"ADAT3"	21	22	12	29
"CSNK1G2"	453	218	311	664
"BTBD2"	212	151	256	452
"AC005306.1"	8	7	4	16
"MKNK2"	1053	1083	1000	1948
"MOB3A"	102	70	107	185
"IZUMO4"	63	32	38	79
"AP3D1"	253	125	198	538
"DOT1L"	117	92	119	202
"AC004490.1"	2	1	2	4
"PLEKHJ1"	599	246	295	902
"SF3A2"	502	397	452	749
"AMH"	4	6	5	5
"JSRP1"	4	4	0	9
"OAZ1"	8308	6188	6321	13073
"LSM7"	2363	1638	1681	4483
"SPPL2B"	106	59	76	276
"TMPRSS9"	1	0	0	0
"TIMM13"	2886	1505	1804	4836
"LMNB2"	132	80	112	279
"GADD45B"	3795	4011	4145	7548
"GNG7"	53	34	69	151
"AC092068.2"	1	0	2	3
"AC092068.3"	0	0	2	3
"DIRAS1"	13	7	3	10
"AC006538.1"	2	3	0	3
"SLC39A3"	319	136	135	575
"SGTA"	355	171	254	497
"THOP1"	96	58	47	242
"ZNF554"	46	23	18	85
"ZNF555"	66	25	22	114
"AC006130.3"	1	1	1	2
"ZNF556"	10	5	4	14
"ZNF57"	186	116	103	170
"AC119403.1"	16	14	8	24
"ZNF77"	106	40	68	134
"TLE6"	111	86	74	126
"TLE2"	63	78	108	170
"AC005944.1"	13	13	26	17
"TLE5"	3467	2650	2797	6882
"GNA11"	236	171	222	490
"KF456478.1"	1	2	4	5
"GNA15"	225	126	275	484
"AC005264.1"	1	0	3	0
"S1PR4"	3	0	2	6
"NCLN"	153	62	90	241
"CELF5"	9	5	10	6
"NFIC"	1160	992	1381	2721
"SMIM24"	0	0	0	1
"DOHH"	228	103	119	290
"FZR1"	249	191	232	453
"MFSD12"	261	96	110	383
"AC005786.2"	4	1	0	0
"HMG20B"	685	342	337	930
"GIPC3"	0	0	1	0
"TBXA2R"	2	1	1	1
"CACTIN"	97	52	56	177
"PIP5K1C"	125	77	134	355
"TJP3"	27	11	19	29
"APBA3"	91	47	93	177
"MRPL54"	1562	1010	848	3047
"RAX2"	0	0	0	0
"MATK"	0	0	0	1
"ZFR2"	4	2	4	8
"ATCAY"	4	1	4	2
"DAPK3"	444	228	311	359
"EEF2"	5693	3596	5340	8680
"PIAS4"	113	91	88	215
"ZBTB7A"	1179	1156	1748	2417
"AC016586.1"	11	3	0	0
"MAP2K2"	1176	557	603	1581
"SIRT6"	177	87	100	253
"ANKRD24"	1	0	3	3
"EBI3"	0	1	2	0
"YJU2"	111	89	95	225
"TMIGD2"	1	0	0	0
"FSD1"	2	1	1	0
"STAP2"	759	352	511	1018
"MPND"	131	79	52	221
"AC007292.3"	0	2	2	0
"AC007292.2"	1	0	2	4
"SH3GL1"	262	233	293	522
"AC007292.1"	0	1	1	2
"CHAF1A"	103	44	50	217
"UBXN6"	750	517	561	1416
"AC011498.1"	7	3	3	20
"HDGFL2"	374	197	252	532
"PLIN4"	1	1	5	2
"PLIN5"	8	8	11	16
"LRG1"	25	32	55	84
"SEMA6B"	10	15	19	14
"TNFAIP8L1"	92	35	38	111
"MYDGF"	1588	732	795	1986
"AC005339.1"	2	1	1	0
"DPP9"	189	142	135	421
"DPP9-AS1"	0	1	0	2
"MIR7-3HG"	1	0	1	1
"AC005523.1"	4	9	4	7
"FEM1A"	197	132	183	326
"AC005523.2"	49	40	65	59
"TICAM1"	1226	694	1107	1004
"AC027319.1"	5	10	12	13
"PLIN3"	1350	671	971	2061
"ARRDC5"	0	0	0	0
"UHRF1"	58	11	27	113
"KDM4B"	183	108	180	368
"PTPRS"	107	79	51	178
"AC022517.1"	0	0	3	2
"AC005790.1"	0	5	1	9
"TINCR"	1708	823	831	1917
"SAFB2"	531	298	279	751
"SAFB"	743	283	369	1017
"RPL36"	34997	38949	43338	80607
"MICOS13"	1812	1228	1273	3618
"HSD11B1L"	172	103	110	204
"LONP1"	275	97	152	389
"CATSPERD"	0	1	1	2
"PRR22"	15	7	7	27
"DUS3L"	203	131	106	325
"NRTN"	22	12	30	49
"FUT6"	5	1	5	2
"FUT3"	8	6	34	10
"NDUFA11"	3224	2607	3067	7040
"VMAC"	109	54	62	240
"AC104532.2"	19	15	16	44
"CAPS"	2326	889	1204	2437
"RANBP3"	223	131	202	352
"AC011444.1"	6	18	3	19
"RFX2"	222	428	312	366
"AC011444.2"	0	2	2	2
"MLLT1"	168	139	155	377
"AC011471.2"	4	3	3	13
"ACER1"	1	0	0	1
"CLPP"	813	406	502	1331
"ALKBH7"	1868	1246	1563	3632
"PSPN"	13	7	8	16
"GTF2F1"	648	335	430	727
"KHSRP"	838	470	729	1173
"SLC25A41"	6	5	12	9
"SLC25A23"	361	230	354	522
"CRB3"	814	327	397	628
"DENND1C"	9	3	4	6
"AC010503.4"	111	45	100	109
"TUBB4A"	1	3	1	2
"AC010503.1"	0	0	0	0
"TNFSF9"	270	150	179	329
"CD70"	3	7	1	3
"TNFSF14"	5	0	4	4
"C3"	24	74	98	404
"AC008760.2"	3	2	1	6
"GPR108"	676	368	383	933
"TRIP10"	527	450	706	821
"AC008760.1"	2	1	1	4
"SH2D3A"	632	266	362	821
"VAV1"	1	0	2	2
"ZNF557"	95	54	90	164
"INSR"	170	186	355	444
"AC119396.2"	6	3	4	2
"ARHGEF18"	71	39	46	129
"PEX11G"	131	75	85	206
"TEX45"	6	2	5	3
"ZNF358"	285	250	332	576
"MCOLN1"	298	139	120	354
"PNPLA6"	100	50	68	217
"CAMSAP3"	217	102	117	256
"XAB2"	314	249	310	596
"PET100"	2450	2203	2588	5745
"PCP2"	44	28	21	25
"AC008763.1"	2	3	0	4
"STXBP2"	541	262	318	832
"TRAPPC5"	2986	1611	1567	4366
"CD209"	0	0	0	0
"EVI5L"	71	39	55	145
"PRR36"	12	3	11	30
"LRRC8E"	90	66	67	107
"AC010336.1"	10	4	4	10
"MAP2K7"	317	200	206	506
"TGFBR3L"	6	4	5	2
"SNAPC2"	289	124	136	361
"CTXN1"	46	16	18	58
"AC010336.5"	1	1	1	2
"TIMM44"	352	283	363	529
"AC010336.8"	59	16	34	64
"ELAVL1"	724	440	564	1170
"AC010336.6"	0	0	2	0
"AC008946.1"	2	1	6	7
"CCL25"	1	1	0	0
"CERS4"	29	80	84	224
"CD320"	278	145	120	391
"NDUFA7"	2171	1265	1502	3318
"RPS28"	40616	42038	48733	93395
"KANK3"	5	5	10	9
"ANGPTL4"	129	51	109	120
"RAB11B-AS1"	157	109	138	293
"RAB11B"	642	441	719	1358
"MARCH2"	193	95	108	317
"AC136469.1"	0	0	1	2
"HNRNPM"	2868	1716	1843	4604
"PRAM1"	1	4	2	6
"ZNF414"	373	154	246	537
"MYO1F"	23	5	21	35
"ADAMTS10"	3	3	1	6
"ZNF558"	59	31	48	134
"AC008734.2"	3	0	1	1
"MUC16"	53	24	58	223
"ZNF317"	103	49	83	140
"OR7D2"	8	1	2	11
"ZNF699"	94	60	87	87
"AC011451.1"	3	2	3	7
"ZNF559"	94	63	60	163
"ZNF177"	31	14	24	34
"AC011451.3"	1	2	2	9
"ZNF266"	162	71	89	231
"AC008567.3"	1	0	1	0
