Gene stable ID,Gene stable ID version,Gene name,Chromosome/scaffold name
ENSG00000102385,ENSG00000102385.12,DRP2,X
ENSG00000102387,ENSG00000102387.15,TAF7L,X
ENSG00000270813,ENSG00000270813.2,NANOGNBP3,X
ENSG00000183911,ENSG00000183911.7,RPL21P132,X
ENSG00000243980,ENSG00000243980.3,RN7SL702P,Y
ENSG00000252633,ENSG00000252633.1,RN7SKP282,Y
ENSG00000278242,ENSG00000278242.1,RN7SL725P,Y
ENSG00000252323,ENSG00000252323.1,RNU6-184P,Y
ENSG00000252948,ENSG00000252948.1,RNU6-1314P,Y
ENSG00000252689,ENSG00000252689.1,AC011749.1,Y
ENSG00000251766,ENSG00000251766.1,RNA5SP518,Y
ENSG00000278391,ENSG00000278391.1,AC007241.1,Y
ENSG00000273966,ENSG00000273966.1,AC015978.1,Y
ENSG00000251796,ENSG00000251796.1,SNORA70,Y
ENSG00000252315,ENSG00000252315.1,RNA5SP520,Y
ENSG00000251970,ENSG00000251970.1,RNU1-41P,Y
ENSG00000252166,ENSG00000252166.1,RNU1-95P,Y
ENSG00000252155,ENSG00000252155.1,RNU6-941P,Y
ENSG00000274234,ENSG00000274234.1,RN7SL818P,Y
ENSG00000252513,ENSG00000252513.1,RNU1-128P,Y
ENSG00000251996,ENSG00000251996.1,Y_RNA,Y
ENSG00000252900,ENSG00000252900.1,RNU6-303P,Y
ENSG00000252472,ENSG00000252472.1,RNU6-521P,Y
ENSG00000252209,ENSG00000252209.1,RNU1-48P,Y
ENSG00000252173,ENSG00000252173.1,RNU6-109P,Y
ENSG00000286265,ENSG00000286265.1,AC007244.1,Y
ENSG00000252012,ENSG00000252012.1,RNA5SP521,Y
ENSG00000252289,ENSG00000252289.1,RNA5SP519,Y
ENSG00000251917,ENSG00000251917.1,RNU1-86P,Y
ENSG00000251925,ENSG00000251925.1,SNORA70,Y
ENSG00000252766,ENSG00000252766.1,RNU6-255P,Y
ENSG00000251953,ENSG00000251953.1,RNA5SP522,Y
ENSG00000251841,ENSG00000251841.1,RNU6-1334P,Y
ENSG00000251705,ENSG00000251705.1,RNA5-8SP6,Y
ENSG00000252667,ENSG00000252667.1,RNA5SP523,Y
ENSG00000252426,ENSG00000252426.1,RNU1-107P,Y
ENSG00000252468,ENSG00000252468.1,RNU2-57P,Y
ENSG00000252681,ENSG00000252681.1,RNU1-97P,Y
ENSG00000252625,ENSG00000252625.1,RNU1-40P,Y
ENSG00000228578,ENSG00000228578.1,TUBB1P2,Y
ENSG00000230663,ENSG00000230663.1,FAM224B,Y
ENSG00000238191,ENSG00000238191.3,CLUHP1,Y
ENSG00000226353,ENSG00000226353.1,TAF9P1,Y
ENSG00000275578,ENSG00000275578.1,AC007742.2,Y
ENSG00000226449,ENSG00000226449.1,CDY5P,Y
ENSG00000225896,ENSG00000225896.1,AC007742.1,Y
ENSG00000224166,ENSG00000224166.1,PRYP1,Y
ENSG00000229129,ENSG00000229129.1,ACTG1P2,Y
ENSG00000250868,ENSG00000250868.4,XKRY,Y
ENSG00000223555,ENSG00000223555.1,USP9YP23,Y
ENSG00000235521,ENSG00000235521.1,USP9YP27,Y
ENSG00000224964,ENSG00000224964.1,TRAPPC2P3,Y
ENSG00000226011,ENSG00000226011.1,OFD1P1Y,Y
ENSG00000169789,ENSG00000169789.10,PRY,Y
ENSG00000234131,ENSG00000234131.1,ELOCP8,Y
ENSG00000224873,ENSG00000224873.1,CDY13P,Y
ENSG00000230814,ENSG00000230814.1,USP9YP24,Y
ENSG00000228571,ENSG00000228571.1,HSFY7P,Y
ENSG00000230476,ENSG00000230476.1,OFD1P9Y,Y
ENSG00000273589,ENSG00000273589.1,AC008175.2,Y
ENSG00000224657,ENSG00000224657.9,RBMY2BP,Y
ENSG00000224917,ENSG00000224917.1,AC016694.1,Y
ENSG00000230727,ENSG00000230727.1,RBMY2WP,Y
ENSG00000228240,ENSG00000228240.1,TTTY17A,Y
ENSG00000276829,ENSG00000276829.1,AC016911.1,Y
ENSG00000215537,ENSG00000215537.3,ZNF736P11Y,Y
ENSG00000226906,ENSG00000226906.1,TTTY4,Y
ENSG00000183753,ENSG00000183753.10,BPY2,Y
ENSG00000244000,ENSG00000244000.1,AC006366.1,Y
ENSG00000225740,ENSG00000225740.1,ELOCP6,Y
ENSG00000129873,ENSG00000129873.7,CDY2B,Y
ENSG00000229138,ENSG00000229138.1,CDY6P,Y
ENSG00000224485,ENSG00000224485.1,USP9YP7,Y
ENSG00000226116,ENSG00000226116.1,USP9YP6,Y
ENSG00000237558,ENSG00000237558.1,CDY7P,Y
ENSG00000233378,ENSG00000233378.1,USP9YP34,Y
ENSG00000232764,ENSG00000232764.1,TRIM60P8Y,Y
ENSG00000233126,ENSG00000233126.3,ZNF736P3Y,Y
ENSG00000227251,ENSG00000227251.1,TRIM60P9Y,Y
ENSG00000188120,ENSG00000188120.14,DAZ1,Y
ENSG00000237616,ENSG00000237616.1,USP9YP32,Y
ENSG00000205944,ENSG00000205944.11,DAZ2,Y
ENSG00000184895,ENSG00000184895.8,SRY,Y
ENSG00000237659,ENSG00000237659.1,RNASEH2CP1,Y
ENSG00000286130,ENSG00000286130.1,AC006040.1,Y
ENSG00000232195,ENSG00000232195.1,TOMM22P2,Y
ENSG00000227289,ENSG00000227289.2,HSFY3P,Y
ENSG00000129824,ENSG00000129824.16,RPS4Y1,Y
ENSG00000229163,ENSG00000229163.2,NAP1L1P2,Y
ENSG00000278847,ENSG00000278847.1,AC006157.1,Y
ENSG00000223600,ENSG00000223600.1,EEF1A1P41,Y
ENSG00000067646,ENSG00000067646.12,ZFY,Y
ENSG00000233070,ENSG00000233070.1,ZFY-AS1,Y
ENSG00000205936,ENSG00000205936.3,PPP1R12BP2,Y
ENSG00000286744,ENSG00000286744.1,AC009947.3,Y
ENSG00000231535,ENSG00000231535.7,LINC00278,Y
ENSG00000234652,ENSG00000234652.1,AGPAT5P1,Y
ENSG00000225189,ENSG00000225189.1,REREP1Y,Y
ENSG00000230073,ENSG00000230073.1,AC009947.1,Y
ENSG00000215540,ENSG00000215540.10,RBMY2CP,Y
ENSG00000236647,ENSG00000236647.1,AC009947.2,Y
ENSG00000225466,ENSG00000225466.1,OFD1P10Y,Y
ENSG00000224169,ENSG00000224169.1,HSFY6P,Y
ENSG00000223407,ENSG00000223407.1,USP9YP18,Y
ENSG00000216777,ENSG00000216777.1,PRRC2CP1,Y
ENSG00000176679,ENSG00000176679.8,TGIF2LY,Y
ENSG00000232927,ENSG00000232927.1,USP12PY,Y
ENSG00000225653,ENSG00000225653.1,RNF19BPY,Y
ENSG00000286050,ENSG00000286050.1,AC012078.2,Y
ENSG00000218410,ENSG00000218410.1,AC012078.1,Y
ENSG00000229518,ENSG00000229518.1,UBE2V1P3,Y
ENSG00000229308,ENSG00000229308.1,AC010737.1,Y
ENSG00000225878,ENSG00000225878.1,SERBP1P2,Y
ENSG00000277930,ENSG00000277930.1,AC010722.1,Y
ENSG00000099715,ENSG00000099715.14,PCDH11Y,Y
ENSG00000235001,ENSG00000235001.3,EIF4A1P2,Y
ENSG00000278585,ENSG00000278585.1,SNX3P1Y,Y
ENSG00000214207,ENSG00000214207.2,KRT18P10,Y
ENSG00000231341,ENSG00000231341.1,VDAC1P6,Y
ENSG00000235175,ENSG00000235175.1,RPL26P37,Y
ENSG00000285470,ENSG00000285470.1,TUSC2P1,Y
ENSG00000237195,ENSG00000237195.1,DLGAP5P1,Y
ENSG00000250204,ENSG00000250204.2,TTTY23B,Y
ENSG00000226873,ENSG00000226873.1,CDY14P,Y
ENSG00000227915,ENSG00000227915.1,ELOCP16,Y
ENSG00000169763,ENSG00000169763.15,PRYP3,Y
ENSG00000236620,ENSG00000236620.1,XKRYP3,Y
ENSG00000224866,ENSG00000224866.1,USP9YP25,Y
ENSG00000168757,ENSG00000168757.12,TSPY2,Y
ENSG00000234830,ENSG00000234830.8,FAM197Y9,Y
ENSG00000232424,ENSG00000232424.1,USP9YP29,Y
ENSG00000232910,ENSG00000232910.1,RAB9AP1,Y
ENSG00000232845,ENSG00000232845.1,TRAPPC2P9,Y
ENSG00000237302,ENSG00000237302.1,OFD1P11Y,Y
ENSG00000231540,ENSG00000231540.1,ELOCP9,Y
ENSG00000223362,ENSG00000223362.1,CDY15P,Y
ENSG00000231026,ENSG00000231026.1,XKRYP4,Y
ENSG00000224571,ENSG00000224571.1,USP9YP13,Y
ENSG00000238235,ENSG00000238235.1,TSPY11P,Y
ENSG00000275352,ENSG00000275352.1,AC006335.2,Y
ENSG00000234583,ENSG00000234583.1,TSPY19P,Y
ENSG00000235094,ENSG00000235094.3,AC006335.1,Y
ENSG00000223744,ENSG00000223744.1,RBMY2GP,Y
ENSG00000229643,ENSG00000229643.2,LINC00280,Y
ENSG00000280961,ENSG00000280961.1,TTTY3B,Y
ENSG00000226369,ENSG00000226369.1,USP9YP11,Y
ENSG00000237563,ENSG00000237563.2,TTTY21B,Y
ENSG00000129816,ENSG00000129816.5,TTTY1B,Y
ENSG00000227871,ENSG00000227871.1,USP9YP12,Y
ENSG00000147753,ENSG00000147753.9,TTTY7,Y
ENSG00000231423,ENSG00000231423.1,RAB9AP5,Y
ENSG00000228465,ENSG00000228465.1,TRAPPC2P10,Y
ENSG00000212856,ENSG00000212856.6,TTTY2B,Y
ENSG00000185700,ENSG00000185700.10,TTTY8B,Y
ENSG00000235895,ENSG00000235895.1,AC010154.1,Y
ENSG00000232620,ENSG00000232620.1,TSPY17P,Y
ENSG00000224953,ENSG00000224953.1,SRIP3,Y
ENSG00000274365,ENSG00000274365.1,AC013412.1,Y
ENSG00000232585,ENSG00000232585.1,OFD1P12Y,Y
ENSG00000234081,ENSG00000234081.1,ELOCP10,Y
ENSG00000172352,ENSG00000172352.5,CDY1B,Y
ENSG00000231375,ENSG00000231375.1,CDY17P,Y
ENSG00000237467,ENSG00000237467.1,USP9YP35,Y
ENSG00000229250,ENSG00000229250.1,USP9YP31,Y
ENSG00000232205,ENSG00000232205.1,CDY18P,Y
ENSG00000233634,ENSG00000233634.1,GOT2P5,Y
ENSG00000092377,ENSG00000092377.15,TBL1Y,Y
ENSG00000099721,ENSG00000099721.14,AMELY,Y
ENSG00000235981,ENSG00000235981.2,AC023274.2,Y
ENSG00000223698,ENSG00000223698.3,GOLGA6L11P,Y
ENSG00000232583,ENSG00000232583.1,GPR143P,Y
ENSG00000273906,ENSG00000273906.1,AC011297.1,Y
ENSG00000237701,ENSG00000237701.1,ATP5PFP1,Y
ENSG00000244231,ENSG00000244231.1,CSPG4P2Y,Y
ENSG00000172342,ENSG00000172342.5,CSPG4P3Y,Y
ENSG00000230977,ENSG00000230977.1,AC023274.1,Y
ENSG00000242854,ENSG00000242854.1,DNM1P24,Y
ENSG00000284071,ENSG00000284071.1,AC012005.2,Y
ENSG00000239533,ENSG00000239533.6,GOLGA2P2Y,Y
ENSG00000225491,ENSG00000225491.1,UBE2Q2P4Y,Y
ENSG00000224827,ENSG00000224827.1,LINC00265-2P,Y
ENSG00000248792,ENSG00000248792.2,LINC00266-2P,Y
ENSG00000233740,ENSG00000233740.1,CICP2,Y
ENSG00000279274,ENSG00000279274.2,AC012005.1,Y
ENSG00000234399,ENSG00000234399.1,RBMY2XP,Y
ENSG00000227439,ENSG00000227439.1,TTTY17B,Y
ENSG00000224210,ENSG00000224210.1,TRIM60P5Y,Y
ENSG00000232003,ENSG00000232003.2,ZNF736P12Y,Y
ENSG00000235412,ENSG00000235412.1,TTTY4B,Y
ENSG00000183795,ENSG00000183795.8,BPY2B,Y
ENSG00000240566,ENSG00000240566.1,AC010153.1,Y
ENSG00000232976,ENSG00000232976.1,TRIM60P10Y,Y
ENSG00000226270,ENSG00000226270.3,ZNF736P2Y,Y
ENSG00000227837,ENSG00000227837.1,TRIM60P11Y,Y
ENSG00000187191,ENSG00000187191.14,DAZ3,Y
ENSG00000099725,ENSG00000099725.14,PRKY,Y
ENSG00000275280,ENSG00000275280.1,AC007274.3,Y
ENSG00000238073,ENSG00000238073.1,RBMY2HP,Y
ENSG00000223422,ENSG00000223422.1,AC007274.1,Y
ENSG00000236435,ENSG00000236435.1,TSPY12P,Y
ENSG00000236690,ENSG00000236690.2,AC007274.2,Y
ENSG00000205916,ENSG00000205916.11,DAZ4,Y
ENSG00000237048,ENSG00000237048.4,TTTY12,Y
ENSG00000234795,ENSG00000234795.10,RFTN1P1,Y
ENSG00000278854,ENSG00000278854.1,AC007275.1,Y
ENSG00000215603,ENSG00000215603.4,ZNF92P1Y,Y
ENSG00000273863,ENSG00000273863.1,AC010678.1,Y
ENSG00000244246,ENSG00000244246.1,ZNF736P8Y,Y
ENSG00000229745,ENSG00000229745.1,BPY2DP,Y
ENSG00000241200,ENSG00000241200.1,ZNF736P7Y,Y
ENSG00000239893,ENSG00000239893.2,ZNF736P9Y,Y
ENSG00000227204,ENSG00000227204.1,RBMY2JP,Y
ENSG00000278602,ENSG00000278602.1,AC006338.2,Y
ENSG00000223978,ENSG00000223978.1,ZNF736P1Y,Y
ENSG00000278197,ENSG00000278197.1,AC006338.1,Y
ENSG00000230819,ENSG00000230819.1,ZNF736P5Y,Y
ENSG00000185894,ENSG00000185894.8,BPY2C,Y
ENSG00000228296,ENSG00000228296.1,TTTY4C,Y
ENSG00000236379,ENSG00000236379.2,ZNF736P4Y,Y
ENSG00000274899,ENSG00000274899.1,AC006386.1,Y
ENSG00000223641,ENSG00000223641.2,TTTY17C,Y
ENSG00000227633,ENSG00000227633.1,RBMY2YP,Y
ENSG00000279115,ENSG00000279115.2,AC006386.2,Y
ENSG00000233652,ENSG00000233652.1,CICP1,Y
ENSG00000233944,ENSG00000233944.1,LINC00265-3P,Y
ENSG00000228786,ENSG00000228786.5,LINC00266-4P,Y
ENSG00000223636,ENSG00000223636.1,UBE2Q2P5Y,Y
ENSG00000172297,ENSG00000172297.7,GOLGA2P3Y,Y
ENSG00000284380,ENSG00000284380.1,AC006328.2,Y
ENSG00000225809,ENSG00000225809.1,RBMY2KP,Y
ENSG00000215601,ENSG00000215601.3,TSPY24P,Y
ENSG00000224634,ENSG00000224634.1,ZNF736P6Y,Y
ENSG00000223955,ENSG00000223955.1,MTND6P1,Y
ENSG00000234179,ENSG00000234179.1,MTCYBP1,Y
ENSG00000226529,ENSG00000226529.1,MTND1P1,Y
ENSG00000234850,ENSG00000234850.1,MTND2P3,Y
ENSG00000227830,ENSG00000227830.1,TRIM60P3Y,Y
ENSG00000224033,ENSG00000224033.1,CDY8P,Y
ENSG00000182415,ENSG00000182415.10,CDY2A,Y
ENSG00000230412,ENSG00000230412.1,ELOCP12,Y
ENSG00000226611,ENSG00000226611.2,OFD1P2Y,Y
ENSG00000225895,ENSG00000225895.1,TRAPPC2P8,Y
ENSG00000233120,ENSG00000233120.1,USP9YP15,Y
ENSG00000232744,ENSG00000232744.1,USP9YP16,Y
ENSG00000216824,ENSG00000216824.2,ZNF736P10Y,Y
ENSG00000275866,ENSG00000275866.1,AC016991.1,Y
ENSG00000244646,ENSG00000244646.4,XKRY2,Y
ENSG00000232419,ENSG00000232419.1,TTTY19,Y
ENSG00000286217,ENSG00000286217.2,AC064829.1,Y
ENSG00000233699,ENSG00000233699.2,TTTY18,Y
ENSG00000180910,ENSG00000180910.8,TTTY11,Y
ENSG00000228207,ENSG00000228207.1,AC007967.2,Y
ENSG00000173357,ENSG00000173357.12,AC007967.1,Y
ENSG00000229465,ENSG00000229465.1,ACTG1P11,Y
ENSG00000231311,ENSG00000231311.1,PRYP2,Y
ENSG00000236599,ENSG00000236599.1,ELOCP26,Y
ENSG00000232899,ENSG00000232899.1,CDY9P,Y
ENSG00000229302,ENSG00000229302.1,TAF9P2,Y
ENSG00000228945,ENSG00000228945.3,CLUHP2,Y
ENSG00000233522,ENSG00000233522.1,FAM224A,Y
ENSG00000249726,ENSG00000249726.1,TUBB1P1,Y
ENSG00000226362,ENSG00000226362.2,FAM41AY2,Y
ENSG00000282909,ENSG00000282909.2,AC007241.2,Y
ENSG00000225716,ENSG00000225716.1,ELOCP13,Y
ENSG00000229406,ENSG00000229406.1,OFD1P4Y,Y
ENSG00000227494,ENSG00000227494.2,USP9YP14,Y
ENSG00000238067,ENSG00000238067.1,XKRYP1,Y
ENSG00000249634,ENSG00000249634.1,USP9YP5,Y
ENSG00000131007,ENSG00000131007.9,TTTY9B,Y
ENSG00000172468,ENSG00000172468.13,HSFY1,Y
ENSG00000250951,ENSG00000250951.1,USP9YP1,Y
ENSG00000251510,ENSG00000251510.1,AC022486.1,Y
ENSG00000230377,ENSG00000230377.1,ELOCP7,Y
ENSG00000230458,ENSG00000230458.1,GPM6BP1,Y
ENSG00000233546,ENSG00000233546.1,PRYP5,Y
ENSG00000240438,ENSG00000240438.2,OFD1P5Y,Y
ENSG00000235479,ENSG00000235479.1,RAB9AP4,Y
ENSG00000249606,ENSG00000249606.1,TRAPPC2P7,Y
ENSG00000238088,ENSG00000238088.1,OFD1P7Y,Y
ENSG00000185275,ENSG00000185275.6,CD24P4,Y
ENSG00000236429,ENSG00000236429.1,GPM6BP2,Y
ENSG00000217896,ENSG00000217896.2,ZNF839P1,Y
ENSG00000224151,ENSG00000224151.1,USP9YP28,Y
ENSG00000238135,ENSG00000238135.1,USP9YP10,Y
ENSG00000248573,ENSG00000248573.1,PRYP6,Y
ENSG00000217179,ENSG00000217179.1,MTCYBP2,Y
ENSG00000169953,ENSG00000169953.12,HSFY2,Y
ENSG00000249501,ENSG00000249501.1,USP9YP2,Y
ENSG00000228193,ENSG00000228193.1,ELOCP14,Y
ENSG00000230904,ENSG00000230904.1,XKRYP2,Y
ENSG00000242153,ENSG00000242153.7,OFD1P6Y,Y
ENSG00000176728,ENSG00000176728.9,TTTY14,Y
ENSG00000274282,ENSG00000274282.1,AC010133.1,Y
ENSG00000234529,ENSG00000234529.2,GAPDHP19,Y
ENSG00000215580,ENSG00000215580.11,BCORP1,Y
ENSG00000131002,ENSG00000131002.12,TXLNGY,Y
ENSG00000267793,ENSG00000267793.1,AC009977.1,Y
ENSG00000260197,ENSG00000260197.1,AC010889.1,Y
ENSG00000012817,ENSG00000012817.15,KDM5D,Y
ENSG00000288049,ENSG00000288049.1,AC010889.2,Y
ENSG00000274837,ENSG00000274837.1,AC009233.1,Y
ENSG00000237997,ENSG00000237997.1,RCC2P2,Y
ENSG00000232522,ENSG00000232522.1,ZNF886P,Y
ENSG00000228764,ENSG00000228764.1,ZNF885P,Y
ENSG00000277438,ENSG00000277438.1,KDM5DP1,Y
ENSG00000229236,ENSG00000229236.3,TTTY10,Y
ENSG00000198692,ENSG00000198692.10,EIF1AY,Y
ENSG00000225624,ENSG00000225624.1,TBL1YP1,Y
ENSG00000286247,ENSG00000286247.1,AC009494.2,Y
ENSG00000280969,ENSG00000280969.2,RPS4Y2,Y
ENSG00000224482,ENSG00000224482.1,HSFY4P,Y
ENSG00000216844,ENSG00000216844.1,AC009494.1,Y
ENSG00000229551,ENSG00000229551.2,GAPDHP17,Y
ENSG00000226504,ENSG00000226504.1,TMEM167AP1,Y
ENSG00000254488,ENSG00000254488.1,AC007876.1,Y
ENSG00000237427,ENSG00000237427.1,TOMM22P1,Y
ENSG00000232634,ENSG00000232634.1,NEFLP1,Y
ENSG00000226918,ENSG00000226918.1,AC010086.1,Y
ENSG00000183146,ENSG00000183146.4,PRORY,Y
ENSG00000223637,ENSG00000223637.7,RBMY2EP,Y
ENSG00000236615,ENSG00000236615.1,AC010086.2,Y
ENSG00000288057,ENSG00000288057.1,AC010086.3,Y
ENSG00000237269,ENSG00000237269.1,RBMY2TP,Y
ENSG00000169849,ENSG00000169849.8,TSPY14P,Y
ENSG00000169811,ENSG00000169811.8,RBMY1HP,Y
ENSG00000242393,ENSG00000242393.1,AC010141.2,Y
ENSG00000228257,ENSG00000228257.1,AC010141.1,Y
ENSG00000242875,ENSG00000242875.6,RBMY1B,Y
ENSG00000234414,ENSG00000234414.7,RBMY1A1,Y
ENSG00000239304,ENSG00000239304.1,DNM1P48,Y
ENSG00000240450,ENSG00000240450.1,CSPG4P1Y,Y
ENSG00000172294,ENSG00000172294.7,CSPG4P4Y,Y
ENSG00000233619,ENSG00000233619.1,AC006328.1,Y
ENSG00000197092,ENSG00000197092.5,GOLGA6L16P,Y
ENSG00000235583,ENSG00000235583.2,AC007562.1,Y
ENSG00000237823,ENSG00000237823.1,CDY19P,Y
ENSG00000229709,ENSG00000229709.1,USP9YP36,Y
ENSG00000232064,ENSG00000232064.1,USP9YP33,Y
ENSG00000225609,ENSG00000225609.1,CDY20P,Y
ENSG00000184991,ENSG00000184991.3,TTTY13,Y
ENSG00000271123,ENSG00000271123.1,ELOCP5,Y
ENSG00000226042,ENSG00000226042.1,CDY10P,Y
ENSG00000172288,ENSG00000172288.7,CDY1,Y
ENSG00000270535,ENSG00000270535.1,ELOCP34,Y
ENSG00000237023,ENSG00000237023.1,USP9YP3,Y
ENSG00000273731,ENSG00000273731.1,AC007967.4,Y
ENSG00000230025,ENSG00000230025.1,AC007967.3,Y
ENSG00000225287,ENSG00000225287.1,OFD1P13Y,Y
ENSG00000225256,ENSG00000225256.1,TRAPPC2P5,Y
ENSG00000223856,ENSG00000223856.1,RAB9AP2,Y
ENSG00000229416,ENSG00000229416.1,USP9YP8,Y
ENSG00000235004,ENSG00000235004.1,USP9YP30,Y
ENSG00000231141,ENSG00000231141.1,TTTY3,Y
ENSG00000232614,ENSG00000232614.1,USP9YP9,Y
ENSG00000225326,ENSG00000225326.1,USP9YP19,Y
ENSG00000223406,ENSG00000223406.1,XKRYP5,Y
ENSG00000229343,ENSG00000229343.1,CDY22P,Y
ENSG00000232695,ENSG00000232695.1,ELOCP17,Y
ENSG00000235511,ENSG00000235511.1,OFD1P18Y,Y
ENSG00000232914,ENSG00000232914.1,TRAPPC2P4,Y
ENSG00000223655,ENSG00000223655.1,RAB9AP3,Y
ENSG00000230854,ENSG00000230854.1,USP9YP20,Y
ENSG00000227635,ENSG00000227635.1,USP9YP21,Y
ENSG00000237546,ENSG00000237546.1,XKRYP6,Y
ENSG00000172283,ENSG00000172283.10,PRYP4,Y
ENSG00000227867,ENSG00000227867.1,ELOCP11,Y
ENSG00000231716,ENSG00000231716.1,CDY23P,Y
ENSG00000234744,ENSG00000234744.1,USP9YP26,Y
ENSG00000233156,ENSG00000233156.1,HSFY8P,Y
ENSG00000234888,ENSG00000234888.1,OFD1P15Y,Y
ENSG00000215507,ENSG00000215507.10,RBMY2DP,Y
ENSG00000235014,ENSG00000235014.1,REREP2Y,Y
ENSG00000225876,ENSG00000225876.1,AC024067.1,Y
ENSG00000229238,ENSG00000229238.3,PPP1R12BP1,Y
ENSG00000224240,ENSG00000224240.1,CYCSP49,Y
ENSG00000277146,ENSG00000277146.1,AC013734.1,Y
ENSG00000233843,ENSG00000233843.1,CYCSP48,Y
ENSG00000215506,ENSG00000215506.5,TPTE2P4,Y
ENSG00000188399,ENSG00000188399.5,ANKRD36P1,Y
ENSG00000231988,ENSG00000231988.1,OFD1P3Y,Y
ENSG00000232235,ENSG00000232235.1,CDY3P,Y
ENSG00000224408,ENSG00000224408.1,USP9YP22,Y
ENSG00000238154,ENSG00000238154.1,USP9YP4,Y
ENSG00000232924,ENSG00000232924.1,ELOCP4,Y
ENSG00000197038,ENSG00000197038.6,RBMY1A3P,Y
ENSG00000230029,ENSG00000230029.1,CDY11P,Y
ENSG00000277519,ENSG00000277519.1,OFD1P16Y,Y
ENSG00000286187,ENSG00000286187.1,AC024236.1,Y
ENSG00000229725,ENSG00000229725.1,AC007322.2,Y
ENSG00000275310,ENSG00000275310.1,AC006158.1,Y
ENSG00000232808,ENSG00000232808.1,TTTY20,Y
ENSG00000233803,ENSG00000233803.9,TSPY4,Y
ENSG00000225560,ENSG00000225560.6,FAM197Y8,Y
ENSG00000244395,ENSG00000244395.6,RBMY1D,Y
ENSG00000188656,ENSG00000188656.8,TSPY7P,Y
ENSG00000286120,ENSG00000286120.1,AC006158.2,Y
ENSG00000228383,ENSG00000228383.7,FAM197Y7,Y
ENSG00000229549,ENSG00000229549.9,TSPY8,Y
ENSG00000251618,ENSG00000251618.1,AC007322.4,Y
ENSG00000227629,ENSG00000227629.1,SLC25A15P1,Y
ENSG00000231514,ENSG00000231514.1,CCNQP2,Y
ENSG00000237917,ENSG00000237917.1,PARP4P1,Y
ENSG00000235857,ENSG00000235857.1,CTBP2P1,Y
ENSG00000286173,ENSG00000286173.1,AC006158.3,Y
ENSG00000237802,ENSG00000237802.7,FAM197Y6,Y
ENSG00000228927,ENSG00000228927.10,TSPY3,Y
ENSG00000242389,ENSG00000242389.8,RBMY1E,Y
ENSG00000227444,ENSG00000227444.1,AC007322.1,Y
ENSG00000226092,ENSG00000226092.4,RBMY2AP,Y
ENSG00000237968,ENSG00000237968.1,AC007322.3,Y
ENSG00000231159,ENSG00000231159.1,OFD1P8Y,Y
ENSG00000232475,ENSG00000232475.1,HSFY5P,Y
ENSG00000229553,ENSG00000229553.1,USP9YP17,Y
ENSG00000228850,ENSG00000228850.1,CDY12P,Y
ENSG00000232029,ENSG00000232029.1,ELOCP15,Y
ENSG00000169807,ENSG00000169807.10,PRY2,Y
ENSG00000131548,ENSG00000131548.7,TTTY6B,Y
ENSG00000236951,ENSG00000236951.5,AC007359.1,Y
ENSG00000169800,ENSG00000169800.13,RBMY1F,Y
ENSG00000229159,ENSG00000229159.1,TSPY23P,Y
ENSG00000225615,ENSG00000225615.1,RBMY2UP,Y
ENSG00000229234,ENSG00000229234.1,RBMY1KP,Y
ENSG00000215560,ENSG00000215560.2,TTTY5,Y
ENSG00000225516,ENSG00000225516.7,FAM197Y5,Y
ENSG00000258992,ENSG00000258992.7,TSPY1,Y
ENSG00000229940,ENSG00000229940.1,TSPY22P,Y
ENSG00000243040,ENSG00000243040.6,RBMY2FP,Y
ENSG00000259247,ENSG00000259247.1,TTTY25P,Y
ENSG00000274196,ENSG00000274196.5,FAM197Y4,Y
ENSG00000238074,ENSG00000238074.5,TSPY9P,Y
ENSG00000230066,ENSG00000230066.6,FAM197Y3,Y
ENSG00000237902,ENSG00000237902.1,TSPY21P,Y
ENSG00000270073,ENSG00000270073.1,TSPY6P,Y
ENSG00000234803,ENSG00000234803.8,FAM197Y2,Y
ENSG00000226941,ENSG00000226941.8,RBMY1J,Y
ENSG00000236424,ENSG00000236424.7,TSPY10,Y
ENSG00000131538,ENSG00000131538.7,TTTY6,Y
ENSG00000235059,ENSG00000235059.5,AC008175.1,Y
ENSG00000224336,ENSG00000224336.2,FAM197Y1,Y
ENSG00000236786,ENSG00000236786.1,TSPY15P,Y
ENSG00000231436,ENSG00000231436.1,RBMY3AP,Y
ENSG00000234110,ENSG00000234110.1,TSPY25P,Y
ENSG00000226223,ENSG00000226223.1,TSPY16P,Y
ENSG00000232617,ENSG00000232617.1,AC017019.1,Y
ENSG00000183385,ENSG00000183385.9,TTTY8,Y
ENSG00000147761,ENSG00000147761.8,TTTY7B,Y
ENSG00000228890,ENSG00000228890.1,TTTY21,Y
ENSG00000129845,ENSG00000129845.5,TTTY1,Y
ENSG00000212855,ENSG00000212855.5,TTTY2,Y
ENSG00000229208,ENSG00000229208.1,RBMY2NP,Y
ENSG00000224075,ENSG00000224075.2,TTTY22,Y
ENSG00000228379,ENSG00000228379.1,AC010891.1,Y
ENSG00000274445,ENSG00000274445.1,AC006986.1,Y
ENSG00000231874,ENSG00000231874.3,TSPY18P,Y
ENSG00000187657,ENSG00000187657.6,TSPY13P,Y
ENSG00000239225,ENSG00000239225.1,TTTY23,Y
ENSG00000236718,ENSG00000236718.4,RBMY2QP,Y
ENSG00000234950,ENSG00000234950.1,RBMY2OP,Y
ENSG00000243643,ENSG00000243643.1,TSPY20P,Y
